City,Country,Month,Day,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed,HasRained,Is_Stagnant,Dispersion_Index
New York,USA,6,28,68.84,60.81,80.54,31.91,9.63,32.67,-5.88,96.69,1.25,157.88788198103268,Unhealthy,15.78,9.84,false,false,0.64
Sydney,Australia,6,28,131.56,117.02,6.53,25.71,2.87,50.54,-5.66,84.78,9.94,179.9972602739726,Unhealthy,19.58,9.76,false,false,5.38
Cairo,Egypt,9,9,45.78,103.3,16.95,49.94,9.82,35.1,21.6,45.88,3.81,102.4035175879397,Poor,12.59,9.66,false,false,2.61
Tokyo,Japan,4,19,118.62,143.55,14.83,39.34,9.29,188.75,30.14,62.88,1.76,172.29873551106428,Unhealthy,18.08,10.18,false,false,1.08
London,UK,2,7,28.85,89.94,87.82,35.59,6.05,12.32,4.02,86.78,0.61,92.70257510729614,Moderate,14.65,10.39,false,false,0.33
Paris,France,5,4,119.64,117.25,84.72,22.49,5.55,109.57,5.71,66.46,3.76,184.1175974710221,Unhealthy,15.58,10.58,false,false,2.26
New York,USA,2,2,80.86,31.52,28.62,18.78,2.56,100.94,-1.77,53.72,7.99,75.52103004291845,Moderate,14.62,9.54,false,false,5.2
Istanbul,Turkey,11,17,140.59,192.97,86.16,41.27,8.66,86.21,-4.97,86.61,2.89,108.06683417085426,Poor,16.73,11.19,false,false,1.55
Madrid,Spain,7,25,101.44,53.96,73.96,23.38,5.8,40.8,-7.2,50.12,17.32,161.2750263435195,Unhealthy,13.26,10.9,false,false,11.54
Paris,France,4,6,119.48,89.17,48.25,13.24,3.76,168.54,6.49,79.91,12.97,189.3790305584826,Unhealthy,17.71,9.55,false,false,7.21
Sydney,Australia,3,14,137.06,75.68,17.84,22.98,1.42,55.54,-0.6,69.86,17.74,193.1121180189673,Unhealthy,13.57,12.06,false,false,10.44
Toronto,Canada,9,25,75.69,36.81,47.93,41.53,6.43,60.67,27.14,12.88,4.3,153.27186512118018,Unhealthy,16.8,11.04,false,false,3.81
Sydney,Australia,1,2,6.31,51.79,39.53,49.26,5.06,145.46,-8.16,91.47,13.68,197.1240252897788,Unhealthy,14.53,9.98,true,false,7.14
Tokyo,Japan,5,14,57.82,193.23,77.11,20.86,0.29,62.71,29.88,75.08,2.79,184.72170706006324,Unhealthy,15.57,10.61,false,true,1.59
Toronto,Canada,1,25,71.8,149.21,7.42,18.31,4.91,94.04,25.14,64.87,12.45,159.41622760800843,Unhealthy,13.87,11.98,false,false,7.55
Los Angeles,USA,7,17,137.41,78.03,15.26,24.7,8.33,17.94,24.84,57.9,4.97,151.69704952581665,Unhealthy,13.6,11.1,false,false,3.15
Mexico City,Mexico,8,26,55.36,37.41,52.1,44.15,6.46,138.23,36.2,36.17,16.04,149.90150753768845,Poor,11.58,10.47,false,false,11.78
Rio de Janeiro,Brazil,1,26,97.15,147.47,49.13,37.72,1.86,173.68,24.88,31.7,12.9,158.62107481559536,Unhealthy,15.78,10.56,false,false,9.79
Madrid,Spain,8,7,64.74,12.15,40.01,32.87,3.24,178.73,5.83,98.28,8.23,174.2504741833509,Unhealthy,13.65,10.28,false,false,4.15
Mexico City,Mexico,9,2,69.77,156.52,39.14,16.05,1.57,142.14,0.06,56.5,11.44,158.368071654373,Unhealthy,17.13,9.93,false,false,7.31
Sydney,Australia,4,1,55.63,172.14,82.05,4.93,5.03,77.21,20.45,55.44,1.29,166.4486828240253,Unhealthy,17.07,9.6,false,false,0.83
Dubai,UAE,10,2,114.35,54.59,75.76,38.79,9.98,124.57,27.55,82.72,4.35,164.5072708113804,Unhealthy,12.55,9.61,false,false,2.38
Los Angeles,USA,10,3,110.2,63.34,62.49,39.85,6.16,38.91,-3.27,54.21,19.23,159.68988408851422,Unhealthy,14.02,10.27,false,false,12.47
Mexico City,Mexico,4,23,13.21,124.78,58.39,10.98,3.84,74.45,13.92,26.54,17.77,160.5418335089568,Unhealthy,14.16,9.8,false,false,14.04
Los Angeles,USA,4,23,140.87,36.78,71.91,3.83,4.17,123.21,37.0,92.7,15.62,104.91507537688445,Poor,14.11,9.77,false,false,8.11
Dubai,UAE,1,4,38.88,58.26,51.49,7.72,7.63,76.36,29.0,52.12,6.71,109.32261306532664,Poor,15.22,9.51,false,false,4.41
Cairo,Egypt,3,2,79.24,136.41,35.65,33.1,3.02,181.82,35.44,52.51,2.84,96.04635193133048,Moderate,14.3,10.02,false,false,1.86
Beijing,China,12,15,104.22,98.29,78.12,18.64,0.89,58.56,-9.34,15.85,18.36,160.13393045310855,Unhealthy,13.4,11.58,false,false,15.85
Madrid,Spain,7,8,68.68,153.52,66.32,17.56,0.45,50.13,11.07,53.22,8.22,190.36522655426765,Unhealthy,13.26,10.9,false,false,5.36
Johannesburg,South Africa,6,3,14.3,126.35,6.8,37.16,5.2,168.9,-1.15,94.96,11.67,86.31464646464647,Moderate,14.27,10.91,true,false,5.99
Moscow,Russia,6,20,36.82,47.1,98.79,2.93,3.4,127.13,23.88,74.26,2.13,104.2502512562814,Poor,17.67,9.34,false,false,1.22
Istanbul,Turkey,8,24,92.78,86.53,74.66,34.47,8.59,123.37,9.1,37.05,14.2,170.24889357218126,Unhealthy,15.01,8.76,false,false,10.36
Los Angeles,USA,8,7,7.69,79.85,32.45,46.84,1.41,15.13,2.99,12.46,14.27,193.6336143308746,Unhealthy,11.86,9.92,false,false,12.69
Sydney,Australia,1,25,29.13,22.81,84.03,25.56,2.68,194.78,16.03,18.46,17.43,187.31886195995787,Unhealthy,14.53,9.98,false,false,14.71
Cairo,Egypt,10,14,115.1,199.14,33.25,20.47,9.32,131.68,-0.86,47.2,16.67,193.7213909378293,Unhealthy,15.61,9.87,false,false,11.32
Dubai,UAE,12,21,139.04,21.24,5.36,24.77,2.01,129.07,26.86,65.7,4.02,140.864824120603,Poor,15.24,10.32,false,false,2.43
Moscow,Russia,11,24,66.21,27.56,49.82,19.02,9.84,91.53,14.28,80.01,2.87,156.5299262381454,Unhealthy,12.32,9.66,false,false,1.59
Dubai,UAE,6,19,51.55,146.72,8.92,3.07,1.23,84.43,13.25,16.97,11.45,176.88893572181243,Unhealthy,13.71,11.52,false,false,9.79
Madrid,Spain,6,26,92.83,47.09,49.98,12.49,8.79,184.03,30.88,87.69,13.32,149.556783919598,Poor,17.11,8.79,false,false,7.1
New York,USA,6,4,133.14,191.65,18.11,34.03,4.05,89.81,34.68,93.67,0.8,173.14035827186513,Unhealthy,15.78,9.84,false,true,0.41
Berlin,Germany,5,11,76.31,59.07,8.61,5.88,5.94,196.46,-4.01,62.56,2.08,161.7448893572181,Unhealthy,12.69,10.41,false,false,1.28
Mexico City,Mexico,9,28,117.3,101.37,91.54,13.01,8.98,60.8,23.18,43.02,15.91,114.02562814070352,Poor,17.13,9.93,false,false,11.12
Bangkok,Thailand,1,28,106.27,106.1,6.71,42.14,3.26,137.46,13.84,58.36,19.77,177.21422550052688,Unhealthy,15.08,10.9,false,false,12.48
Madrid,Spain,10,15,23.07,43.24,5.82,38.1,2.43,181.58,6.87,37.26,2.56,84.14334763948499,Moderate,18.8,9.47,false,false,1.87
Beijing,China,2,4,137.68,152.02,82.59,23.35,8.18,88.67,-2.02,43.73,6.36,170.70842992623815,Unhealthy,16.0,8.39,false,false,4.42
Seoul,South Korea,6,2,108.75,120.14,74.07,24.2,2.06,68.29,9.6,59.19,17.6,178.18493150684932,Unhealthy,18.07,9.89,false,false,11.06
Toronto,Canada,3,22,21.36,152.12,47.18,45.95,5.49,104.43,-5.35,88.54,19.69,108.06787878787878,Poor,12.39,10.73,false,false,10.44
Rio de Janeiro,Brazil,8,14,82.58,134.67,22.88,13.5,2.64,137.25,32.01,82.52,16.0,164.9822971548999,Unhealthy,16.77,9.36,false,false,8.77
Cairo,Egypt,12,9,86.34,54.76,86.05,35.87,1.98,38.27,9.33,16.29,12.39,177.34330874604848,Unhealthy,15.75,9.44,false,false,10.65
Seoul,South Korea,7,22,85.77,15.59,58.31,3.16,8.62,167.79,34.45,78.51,18.01,184.2518440463646,Unhealthy,17.95,10.21,false,false,10.09
Dubai,UAE,10,25,95.04,50.47,30.98,14.85,1.97,158.28,14.91,53.19,10.52,98.64717391304347,Moderate,12.55,9.61,false,false,6.87
Mexico City,Mexico,2,11,40.72,25.81,22.36,44.53,5.15,160.17,29.55,24.47,3.99,113.85326633165828,Poor,17.56,9.83,false,false,3.21
Berlin,Germany,3,4,9.23,111.79,53.41,42.85,9.82,15.68,29.58,67.22,10.28,106.40689655172416,Poor,16.89,10.88,false,false,6.15
Berlin,Germany,4,8,79.12,93.43,70.17,2.41,7.62,160.35,18.2,40.01,5.86,199.4475237091676,Unhealthy,12.74,10.2,false,false,4.19
Cairo,Egypt,4,17,87.93,189.25,80.32,31.23,8.23,102.95,14.19,62.48,8.32,196.5663856691254,Unhealthy,16.89,11.86,false,false,5.12
Seoul,South Korea,4,4,18.77,106.16,39.39,40.84,7.12,180.43,31.47,18.47,11.41,77.2,Moderate,14.31,11.81,false,false,9.63
Madrid,Spain,7,9,133.23,16.55,42.11,5.86,4.97,178.03,21.03,80.28,3.99,172.6085353003161,Unhealthy,13.26,10.9,false,false,2.21
Mumbai,India,1,9,43.43,192.28,88.22,42.16,3.17,146.93,-5.12,52.85,4.16,174.79262381454163,Unhealthy,14.78,10.02,false,false,2.72
Madrid,Spain,10,4,98.94,177.7,86.23,21.6,9.0,177.82,7.13,27.77,11.78,173.4295047418335,Unhealthy,18.8,9.47,false,false,9.22
Istanbul,Turkey,1,1,120.87,89.03,23.97,11.18,7.24,194.45,13.89,58.0,3.97,184.75268703898843,Unhealthy,14.26,10.42,false,false,2.51
Paris,France,7,16,85.78,197.32,64.45,27.15,1.11,165.1,12.47,24.01,7.72,118.17969696969698,Poor,15.15,10.3,false,false,6.23
Los Angeles,USA,3,6,137.01,68.44,45.19,39.86,5.15,84.08,-8.5,75.8,18.7,160.66575342465754,Unhealthy,12.11,10.1,false,false,10.64
Bangkok,Thailand,5,5,130.24,79.44,24.94,3.77,7.17,70.59,24.51,91.63,5.21,189.59072708113808,Unhealthy,16.55,9.66,false,false,2.72
Bangkok,Thailand,7,5,36.48,191.68,51.63,43.46,9.56,34.34,23.13,60.43,14.8,76.4,Moderate,14.56,10.49,false,false,9.23
Moscow,Russia,11,8,104.12,67.5,93.43,40.54,1.57,18.67,-5.83,47.91,13.68,81.4725321888412,Moderate,12.32,9.66,false,false,9.25
Mexico City,Mexico,8,24,115.44,117.05,7.92,35.61,2.34,83.84,4.67,29.66,6.08,162.42128556375133,Unhealthy,11.58,10.47,false,false,4.69
Istanbul,Turkey,5,13,102.5,184.42,73.87,37.18,2.31,124.93,31.24,46.23,14.54,175.26765015806112,Unhealthy,11.93,10.77,false,false,9.94
Paris,France,3,2,70.75,166.96,12.91,4.83,8.39,193.37,32.17,63.59,6.57,157.94984193888305,Unhealthy,15.91,10.54,false,false,4.02
Istanbul,Turkey,2,10,116.6,196.45,24.22,6.93,7.94,113.16,-2.73,24.39,12.87,194.7747102212856,Unhealthy,9.58,10.91,false,false,10.35
Beijing,China,6,13,125.59,41.65,95.88,5.63,8.31,79.93,18.31,38.3,3.63,99.4354347826087,Moderate,11.75,10.26,false,false,2.62
Los Angeles,USA,1,16,60.98,132.04,64.44,21.68,7.82,93.63,25.61,28.18,18.37,153.82950474183352,Unhealthy,15.53,11.57,false,false,14.33
Madrid,Spain,2,20,10.22,137.25,99.34,23.2,5.05,181.95,12.97,78.02,7.9,156.0032665964173,Unhealthy,19.28,9.85,false,false,4.44
Berlin,Germany,12,23,119.41,108.11,30.02,18.79,5.39,66.64,36.0,66.15,3.31,172.1799789251844,Unhealthy,15.49,10.71,false,false,1.99
Mumbai,India,1,19,143.0,178.39,82.64,35.52,1.21,115.56,6.86,51.27,9.18,196.1791359325606,Unhealthy,14.78,10.02,false,false,6.07
Paris,France,11,11,146.3,197.01,57.15,45.88,4.98,156.21,-3.23,95.12,13.66,145.24773869346734,Poor,12.84,10.48,true,false,7.0
Madrid,Spain,6,6,87.45,49.15,11.54,20.03,0.63,157.75,32.11,89.81,12.08,160.82581664910433,Unhealthy,17.11,8.79,false,false,6.36
Madrid,Spain,1,12,107.17,114.54,77.13,29.29,2.37,170.59,-3.55,18.68,16.41,81.63242424242424,Moderate,13.09,8.96,false,false,13.83
Bangkok,Thailand,6,23,61.06,163.19,12.8,9.01,2.33,31.21,-3.12,65.3,5.0,153.87081138040045,Unhealthy,15.75,8.07,false,false,3.02
Madrid,Spain,11,8,29.61,184.82,82.81,39.3,2.87,166.12,17.96,63.6,7.52,183.6219178082192,Unhealthy,14.17,10.45,false,false,4.6
Seoul,South Korea,2,17,93.28,29.22,78.87,5.6,1.52,76.21,13.33,17.1,11.44,122.14424242424242,Poor,14.47,10.28,false,false,9.77
Bangkok,Thailand,5,7,35.77,125.01,65.8,36.83,9.14,126.48,27.91,62.93,15.36,173.02160168598525,Unhealthy,16.55,9.66,false,false,9.43
Johannesburg,South Africa,11,27,52.06,96.18,26.12,11.46,5.42,77.02,21.22,81.32,5.4,197.13435194942045,Unhealthy,16.9,11.25,false,false,2.98
Sydney,Australia,3,11,130.74,33.69,97.99,47.48,5.8,198.43,-1.25,62.73,3.53,132.2713567839196,Poor,13.57,12.06,false,false,2.17
Berlin,Germany,11,23,114.84,159.58,46.83,1.98,0.42,194.14,18.24,62.89,5.21,181.63919915700737,Unhealthy,13.73,10.82,false,false,3.2
London,UK,10,24,59.95,33.71,72.82,49.31,5.45,107.68,17.84,73.34,8.49,168.6740779768177,Unhealthy,12.18,9.62,false,false,4.9
Beijing,China,8,20,33.32,154.61,79.84,30.0,5.67,103.74,7.14,75.25,16.77,152.3786090621707,Unhealthy,12.37,11.4,false,false,9.57
Cairo,Egypt,8,12,91.44,143.91,41.77,49.19,5.0,23.96,32.47,99.81,6.76,169.55700737618545,Unhealthy,14.81,9.39,false,false,3.38
Toronto,Canada,1,9,112.59,104.06,98.61,38.4,8.55,134.4,12.14,57.03,6.54,180.7201264488936,Unhealthy,13.87,11.98,false,false,4.16
London,UK,3,12,24.7,147.24,89.48,41.88,6.72,14.5,38.91,73.57,2.96,154.45943097997892,Unhealthy,14.73,9.93,false,true,1.71
Tokyo,Japan,2,1,14.13,49.5,87.53,3.9,8.66,173.1,24.46,98.69,0.55,101.91070707070708,Poor,17.43,11.11,false,false,0.28
Toronto,Canada,6,18,65.45,30.43,37.77,44.96,1.08,153.99,19.5,14.39,13.31,156.13751317175974,Unhealthy,16.31,10.24,false,false,11.64
Sydney,Australia,9,19,81.45,57.81,49.8,32.45,2.23,12.32,17.95,16.24,17.38,152.11527924130664,Unhealthy,10.87,10.39,false,false,14.95
Bangkok,Thailand,4,8,42.34,13.61,78.06,34.85,9.4,109.63,-6.9,72.9,17.5,84.0,Moderate,12.61,11.02,false,false,10.12
Paris,France,5,16,37.65,127.98,5.1,41.57,3.75,194.38,36.97,54.79,2.45,199.26680716543729,Unhealthy,15.58,10.58,false,false,1.58
London,UK,7,6,120.83,38.57,97.96,33.88,3.96,10.95,21.17,93.67,4.6,146.0849246231156,Poor,14.74,9.75,false,false,2.38
Madrid,Spain,2,5,76.19,19.69,48.92,18.32,0.92,92.4,36.45,93.4,12.79,170.47608008429927,Unhealthy,19.28,9.85,false,false,6.61
New York,USA,8,2,17.44,89.79,79.57,45.34,6.6,153.39,18.89,69.46,6.31,151.99652265542676,Unhealthy,19.02,9.37,false,false,3.72
Dubai,UAE,3,4,135.26,134.41,44.04,28.81,2.68,124.6,30.21,16.81,16.29,111.39888888888888,Poor,11.17,9.3,false,false,13.95
Mumbai,India,11,7,110.01,194.5,46.95,13.45,5.26,137.04,13.27,32.06,2.45,179.14531085353002,Unhealthy,14.19,10.18,false,false,1.86
Sydney,Australia,5,20,16.39,93.55,90.01,25.56,4.86,27.73,-4.0,56.68,11.1,89.35847826086957,Moderate,16.4,9.04,false,false,7.08
Mumbai,India,12,13,104.85,54.31,44.02,48.48,2.49,37.17,25.12,19.96,9.93,176.48103266596416,Unhealthy,13.09,12.18,false,false,8.28
Sydney,Australia,1,7,12.68,96.22,86.96,12.18,5.34,163.86,16.85,49.44,17.0,189.17249736564804,Unhealthy,14.53,9.98,false,false,11.38
Paris,France,4,3,147.44,127.94,88.13,40.26,0.87,145.7,-6.32,51.14,3.67,173.33656480505795,Unhealthy,17.71,9.55,false,false,2.43
Mexico City,Mexico,6,23,138.42,35.5,68.85,26.63,4.9,95.2,13.67,59.35,17.82,193.81433087460485,Unhealthy,13.43,9.45,false,false,11.18
Mumbai,India,9,12,54.37,64.76,35.99,2.61,8.55,10.11,12.17,36.74,11.51,147.4638190954774,Poor,12.59,9.41,false,false,8.42
Tokyo,Japan,6,2,60.12,97.29,26.23,19.42,3.12,26.87,3.2,98.9,10.33,176.15574288724974,Unhealthy,14.34,9.85,true,false,5.19
Moscow,Russia,7,9,137.33,90.36,68.44,39.21,6.55,167.71,3.62,81.37,18.58,160.268177028451,Unhealthy,17.72,10.1,false,false,10.24
Berlin,Germany,2,3,27.69,18.01,40.57,47.99,3.01,31.85,37.25,72.71,10.2,195.94162276080084,Unhealthy,15.8,8.89,false,false,5.91
Moscow,Russia,8,8,89.56,87.06,71.19,44.77,6.12,50.23,-4.65,43.43,1.92,157.25795574288725,Unhealthy,13.72,9.61,false,false,1.34
Paris,France,5,15,70.66,34.57,63.52,45.12,4.56,189.39,15.54,31.64,14.15,192.4047418335089,Unhealthy,15.58,10.58,false,false,10.75
Madrid,Spain,7,4,94.44,18.82,44.34,34.64,2.05,183.7,11.21,32.67,1.88,99.84656565656566,Moderate,13.26,10.9,false,false,1.42
New York,USA,2,12,71.12,185.84,93.38,2.62,8.03,65.91,29.34,49.19,1.79,159.06512118018966,Unhealthy,14.62,9.54,false,false,1.2
Moscow,Russia,4,22,118.88,10.51,38.06,33.43,7.66,127.41,21.51,83.1,5.63,165.6122233930453,Unhealthy,16.75,10.32,false,false,3.07
Johannesburg,South Africa,11,20,14.62,132.69,87.5,11.8,6.72,106.79,-9.24,37.79,4.61,166.7791359325606,Unhealthy,16.9,11.25,false,false,3.35
London,UK,1,28,28.05,138.47,22.56,19.95,0.61,97.04,11.66,79.01,9.76,92.31343434343437,Moderate,14.04,10.45,false,false,5.45
Johannesburg,South Africa,1,9,42.61,193.53,99.73,47.88,2.91,131.88,27.18,23.14,3.33,120.07040404040404,Poor,12.9,9.43,false,false,2.7
Paris,France,12,7,36.36,146.12,89.8,8.51,9.53,52.47,36.2,61.42,12.52,139.43668341708542,Poor,13.86,10.5,false,false,7.76
Cairo,Egypt,5,13,67.53,177.08,88.58,20.67,3.7,123.32,15.62,76.64,18.68,179.61517386722866,Unhealthy,15.47,12.16,false,false,10.58
Seoul,South Korea,4,17,51.48,176.1,91.26,21.9,9.11,86.21,10.41,48.6,14.69,92.00858369098714,Moderate,14.31,11.81,false,false,9.89
Tokyo,Japan,2,21,51.49,127.3,18.83,5.08,1.52,124.24,34.88,91.45,1.73,137.1467336683417,Poor,17.43,11.11,false,true,0.9
Berlin,Germany,9,10,25.6,15.49,98.66,10.59,0.76,182.44,-1.59,53.3,17.61,174.1885142255005,Unhealthy,14.68,11.83,false,false,11.49
Sydney,Australia,6,18,36.13,36.28,72.25,15.35,0.98,164.67,-6.56,50.27,10.7,173.2023182297155,Unhealthy,19.58,9.76,false,false,7.12
Madrid,Spain,8,2,38.08,136.93,25.36,30.59,0.89,12.02,-2.84,51.18,15.94,197.26343519494205,Unhealthy,13.65,10.28,false,false,10.54
Seoul,South Korea,1,12,53.19,55.22,75.97,25.15,9.54,155.2,2.96,36.55,5.51,191.5527924130664,Unhealthy,11.62,10.14,false,false,4.04
Sydney,Australia,1,27,96.39,83.29,60.09,22.26,0.34,193.0,22.74,67.28,8.92,177.6324552160169,Unhealthy,14.53,9.98,false,false,5.33
Dubai,UAE,12,21,66.09,158.69,32.82,22.96,3.0,76.08,26.86,65.7,4.02,140.864824120603,Poor,15.24,10.32,false,false,2.43
Beijing,China,11,28,128.22,198.59,11.84,41.38,6.53,31.51,24.82,43.54,17.23,195.22391991570075,Unhealthy,17.92,10.24,false,false,12.0
Dubai,UAE,3,27,39.22,167.54,26.58,4.02,0.81,71.91,23.64,12.81,6.34,110.15979899497488,Poor,11.17,9.3,false,false,5.62
New York,USA,9,5,47.79,18.03,70.09,10.68,7.75,189.24,26.07,22.0,0.94,131.26180904522613,Poor,14.04,10.18,false,false,0.77
Los Angeles,USA,10,6,48.94,34.68,82.3,26.86,6.74,63.8,26.4,39.55,17.71,156.78292939936776,Unhealthy,14.02,10.27,false,false,12.69
Beijing,China,5,17,139.85,20.47,57.11,3.48,0.11,10.44,20.4,22.39,15.63,188.85237091675447,Unhealthy,14.45,9.64,false,false,12.77
Berlin,Germany,11,11,74.4,117.41,34.24,20.72,3.78,140.0,37.62,55.34,7.0,92.3030042918455,Moderate,13.73,10.82,false,false,4.51
Berlin,Germany,11,12,31.75,145.77,89.48,24.94,0.14,25.63,8.43,83.12,9.19,95.92656565656566,Moderate,13.73,10.82,false,false,5.02
Cairo,Egypt,2,16,87.75,137.67,29.12,41.63,6.0,100.75,4.79,23.74,16.09,167.65173867228663,Unhealthy,9.78,10.02,false,false,13.0
Mumbai,India,11,25,107.72,80.2,89.56,26.51,6.31,42.42,39.72,18.08,6.42,92.39434782608696,Moderate,14.19,10.18,false,false,5.44
Sydney,Australia,7,6,121.74,16.44,85.2,28.14,6.96,128.72,24.24,49.38,1.8,128.72562814070352,Poor,14.3,9.01,false,false,1.2
Johannesburg,South Africa,7,17,139.89,138.02,40.8,18.6,5.24,84.7,-7.96,76.16,16.87,170.67744994731297,Unhealthy,9.29,9.78,false,false,9.58
London,UK,2,19,51.35,20.86,53.6,10.74,8.87,142.26,1.78,91.24,14.72,140.02763819095478,Poor,14.65,10.39,true,false,7.7
Sydney,Australia,1,3,107.98,147.64,47.76,45.32,1.27,171.77,4.95,76.03,5.65,86.39999999999999,Moderate,14.53,9.98,false,false,3.21
Mexico City,Mexico,10,14,134.44,15.47,15.51,6.68,4.96,140.27,-0.43,47.85,15.0,191.75932560590093,Unhealthy,16.43,9.97,false,false,10.15
Mexico City,Mexico,10,14,77.69,178.64,47.25,6.22,7.19,111.35,-0.43,47.85,15.0,191.75932560590093,Unhealthy,16.43,9.97,false,false,10.15
Toronto,Canada,2,7,48.56,65.16,10.63,34.41,9.37,193.43,-4.4,34.11,17.83,133.15778894472362,Poor,16.03,10.92,false,false,13.3
New York,USA,7,11,38.41,10.55,24.38,33.91,8.87,16.5,25.16,64.34,0.92,165.78777660695468,Unhealthy,12.59,10.39,false,false,0.56
Moscow,Russia,9,12,114.09,130.95,33.23,10.36,1.06,70.88,23.86,97.76,10.45,158.46617492096945,Unhealthy,13.62,10.21,false,false,5.28
Bangkok,Thailand,2,1,112.43,71.31,92.25,33.54,5.24,145.32,13.13,39.52,19.07,196.54056902002108,Unhealthy,14.32,11.74,false,false,13.67
Mumbai,India,12,2,141.42,185.85,86.47,16.88,5.58,17.34,24.86,45.46,15.04,158.56427818756586,Unhealthy,13.09,12.18,false,false,10.34
Seoul,South Korea,5,9,70.33,72.26,53.32,19.67,1.5,154.76,16.8,40.92,13.21,173.6205479452055,Unhealthy,14.06,8.93,false,false,9.37
Mexico City,Mexico,5,23,121.43,128.21,50.58,11.86,2.16,55.97,-5.15,75.62,15.32,185.0418335089568,Unhealthy,14.2,11.91,false,false,8.72
Mexico City,Mexico,9,12,40.86,144.24,48.02,39.98,1.06,186.0,14.26,18.22,2.99,114.19798994974876,Poor,17.13,9.93,false,false,2.53
Los Angeles,USA,9,12,134.3,156.6,23.38,33.11,8.94,196.7,33.66,52.79,3.58,191.6870389884089,Unhealthy,15.62,9.11,false,false,2.34
Tokyo,Japan,10,3,111.07,51.9,20.77,9.14,9.57,184.62,7.92,68.86,19.04,179.6926238145416,Unhealthy,14.14,10.53,false,false,11.28
Mumbai,India,1,13,147.98,130.98,36.23,28.27,2.66,161.98,22.19,93.76,0.73,162.01338250790306,Unhealthy,14.78,10.02,false,false,0.38
Madrid,Spain,6,24,23.4,26.85,77.97,35.38,4.39,44.94,35.24,75.12,7.14,194.7230769230769,Unhealthy,17.11,8.79,false,false,4.08
Sydney,Australia,12,25,120.1,73.28,87.45,24.64,7.83,185.31,-6.8,41.89,12.4,184.35511064278188,Unhealthy,12.67,10.42,false,false,8.74
Johannesburg,South Africa,2,12,44.76,159.02,97.4,7.67,8.36,74.64,24.15,11.29,6.68,123.80100502512562,Poor,13.49,10.69,false,false,6.0
Johannesburg,South Africa,4,8,69.74,185.61,66.08,39.96,3.45,88.16,-0.98,13.72,2.1,178.45858798735512,Unhealthy,14.13,10.18,false,false,1.85
Mexico City,Mexico,9,25,61.98,57.84,56.01,44.45,4.83,23.04,23.47,97.29,5.97,154.3458377239199,Unhealthy,17.13,9.93,false,false,3.03
Berlin,Germany,10,18,75.42,37.98,76.16,28.9,0.55,65.41,19.72,57.93,5.18,71.1,Moderate,14.03,10.94,false,false,3.28
Cairo,Egypt,2,8,34.38,61.86,18.32,9.51,3.33,172.17,19.06,75.76,4.22,97.8549356223176,Moderate,9.78,10.02,false,false,2.4
Madrid,Spain,7,19,107.04,192.65,10.46,2.93,5.95,34.61,-9.14,46.21,5.95,179.87850368809274,Unhealthy,13.26,10.9,false,false,4.07
Istanbul,Turkey,11,2,53.87,71.39,97.94,29.14,7.71,50.9,34.61,89.17,15.11,146.23266331658292,Poor,16.73,11.19,false,false,7.99
Bangkok,Thailand,7,16,115.73,18.76,76.62,40.15,3.91,72.55,37.94,83.74,13.11,130.2030150753769,Poor,14.56,10.49,false,false,7.14
London,UK,2,3,100.59,138.65,9.68,28.4,1.09,196.56,0.13,22.23,6.11,135.37386934673367,Poor,14.65,10.39,false,false,5.0
Mumbai,India,5,15,124.92,142.64,39.69,29.9,7.14,120.68,2.05,91.6,13.75,186.84383561643835,Unhealthy,17.26,9.48,true,false,7.18
London,UK,7,4,76.91,25.5,58.05,31.41,8.02,114.73,2.91,79.11,15.67,162.05468914646997,Unhealthy,14.74,9.75,false,false,8.75
Rio de Janeiro,Brazil,2,27,57.11,118.91,93.54,3.85,2.18,131.21,-6.81,30.09,14.49,107.5896551724138,Poor,14.93,10.65,false,false,11.14
Toronto,Canada,1,18,78.17,172.07,9.31,27.54,7.93,125.16,32.14,86.79,13.03,186.2035827186512,Unhealthy,13.87,11.98,false,false,6.98
Cairo,Egypt,6,22,127.05,20.2,55.51,30.88,3.08,162.3,29.84,64.99,5.83,188.2172813487882,Unhealthy,14.84,9.89,false,false,3.53
Seoul,South Korea,1,19,135.32,190.29,45.15,11.39,5.77,151.36,11.37,82.01,5.79,192.21369863013692,Unhealthy,11.62,10.14,false,false,3.18
Cairo,Egypt,3,24,45.15,196.62,10.14,32.12,1.0,80.07,10.83,96.69,6.52,162.20958904109588,Unhealthy,14.3,10.02,false,false,3.31
Rio de Janeiro,Brazil,2,14,112.77,119.93,98.23,9.83,7.07,143.62,-3.55,22.0,13.73,180.5703898840885,Unhealthy,14.93,10.65,false,false,11.25
Seoul,South Korea,2,20,133.33,186.37,95.63,13.2,5.3,15.61,-8.54,64.34,1.93,180.3586933614331,Unhealthy,14.47,10.28,false,false,1.17
Berlin,Germany,6,26,125.07,163.51,25.1,42.65,6.15,189.61,34.28,26.51,2.22,193.0191780821918,Unhealthy,15.69,9.7,false,false,1.75
Los Angeles,USA,12,11,130.45,184.31,77.08,5.48,1.7,83.38,24.47,72.54,15.28,98.84676767676768,Moderate,17.73,9.8,false,false,8.86
