Unnamed: 0,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category,Year,Month,Day,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed
9142,Seoul,South Korea,122.91,81.56,40.91,3.24,2.89,37.12,20.62,23.51,8.12,185.8060063224447,64.14585858585859,,32.84090909090909,4.628571428571429,38.59433962264151,185.8060063224447,Unhealthy,2023,4,27,14.31,11.81
9143,Mexico City,Mexico,71.33,65.56,96.46,22.89,1.81,121.49,37.93,73.88,1.97,159.17355110642782,56.22666666666667,,20.568181818181817,32.7,96.2291304347826,159.17355110642782,Unhealthy,2023,9,23,17.13,9.93
9144,Rio de Janeiro,Brazil,29.61,97.52,16.75,16.41,2.21,99.9,4.91,31.48,4.94,87.8236051502146,72.04525252525252,,25.113636363636363,23.442857142857143,15.80188679245283,87.8236051502146,Moderate,2023,6,27,13.43,11.22
9145,Bangkok,Thailand,76.49,114.47,72.37,21.86,0.64,103.55,8.03,46.09,11.08,161.83782929399368,80.43464646464646,,7.272727272727272,31.228571428571428,70.56804347826088,161.83782929399368,Unhealthy,2023,5,7,16.55,9.66
9146,Moscow,Russia,126.07,91.85,72.11,47.32,0.42,75.99,-6.56,78.11,3.55,187.4376185458377,69.23888888888888,,4.7727272727272725,65.2225641025641,70.29108695652174,187.4376185458377,Unhealthy,2023,8,19,13.72,9.61
9147,Tokyo,Japan,140.91,183.15,20.28,9.08,3.79,153.58,12.32,48.18,11.93,195.1,114.93282828282828,,43.06818181818182,12.971428571428572,19.13207547169812,195.1,Unhealthy,2023,8,9,13.24,9.37
9148,Bangkok,Thailand,82.99,44.1,79.37,40.99,5.86,100.44,39.73,15.6,16.48,165.1939936775553,40.833333333333336,,64.60000000000001,57.26948717948719,78.02456521739131,165.1939936775553,Unhealthy,2023,5,21,16.55,9.66
9149,Paris,France,23.49,159.15,98.29,47.43,1.85,170.09,15.65,42.05,12.94,74.95321888412018,103.0540404040404,,21.022727272727277,65.36076923076924,98.17847826086958,103.0540404040404,Poor,2023,11,6,12.84,10.48
9150,Bangkok,Thailand,14.71,179.44,80.86,14.02,0.83,85.92,24.57,72.89,11.24,56.48884120171674,113.09656565656566,,9.431818181818182,20.02857142857143,79.61173913043478,113.09656565656566,Poor,2023,12,15,14.64,11.4
9151,Istanbul,Turkey,72.82,46.07,31.2,5.31,2.75,38.9,12.84,87.17,7.91,159.94288724973657,42.657407407407405,,31.25,7.585714285714285,29.433962264150946,159.94288724973657,Unhealthy,2023,10,6,15.49,8.4
9152,Istanbul,Turkey,18.02,99.37,76.96,38.39,6.26,149.14,11.31,57.46,3.45,63.44978540772532,72.9609090909091,,68.6,54.00282051282051,75.45739130434782,75.45739130434782,Moderate,2023,3,27,14.84,10.52
9153,Los Angeles,USA,94.4,168.25,67.79,5.48,7.99,47.53,2.11,11.26,12.63,171.08535300316123,107.5580808080808,,85.9,7.828571428571429,65.68934782608696,171.08535300316123,Unhealthy,2023,6,4,17.79,9.92
9154,Johannesburg,South Africa,63.29,159.63,30.41,48.41,4.43,85.28,-8.05,29.64,15.19,155.0222339304531,103.29161616161616,,,66.59205128205127,28.68867924528302,155.0222339304531,Unhealthy,2023,11,7,16.9,11.25
9155,Moscow,Russia,79.54,135.88,20.05,15.59,9.34,182.33,0.22,43.19,12.13,163.4126448893572,91.03151515151517,,99.4,22.27142857142857,18.91509433962264,163.4126448893572,Unhealthy,2023,4,21,16.75,10.32
9156,London,UK,46.53,27.43,8.33,25.55,1.19,108.59,27.41,44.48,15.91,128.15929648241206,25.39814814814815,,13.522727272727272,36.5,7.858490566037736,128.15929648241206,Poor,2023,10,17,12.18,9.62
9157,Beijing,China,61.19,23.94,53.84,8.87,9.15,175.31,33.11,37.55,3.7,153.93793466807165,22.166666666666668,,97.5,12.67142857142857,,153.93793466807165,Unhealthy,2023,2,25,16.0,8.39
9158,Cairo,Egypt,71.48,169.47,64.88,17.84,4.19,185.96,-2.65,80.45,14.48,159.2510010537408,108.1619191919192,,47.61363636363637,25.485714285714288,62.589565217391296,159.2510010537408,Unhealthy,2023,11,10,15.99,9.71
9159,Sydney,Australia,42.96,57.51,99.23,48.29,0.86,180.04,4.68,64.01,1.8,119.36884422110552,52.24232323232323,,9.772727272727272,66.44128205128204,99.17978260869566,119.36884422110552,Poor,2023,11,14,10.67,10.95
9160,Mexico City,Mexico,109.52,156.25,24.64,7.57,4.26,193.13,38.61,77.01,6.42,178.8923076923077,101.61868686868686,,48.40909090909091,10.814285714285717,23.245283018867926,178.8923076923077,Unhealthy,2023,5,28,14.2,11.91
9161,Toronto,Canada,105.44,139.47,96.91,37.88,5.43,40.52,17.14,90.43,14.25,176.78566912539517,92.80838383838385,,60.3,53.36205128205128,96.70847826086955,176.78566912539517,Unhealthy,2023,8,26,13.52,8.97
9162,London,UK,83.29,149.38,97.22,29.3,1.17,167.52,23.88,30.32,1.75,165.34889357218125,97.71333333333334,,13.295454545454543,41.85714285714286,97.03869565217391,165.34889357218125,Unhealthy,2023,3,2,14.73,9.93
9163,Madrid,Spain,15.35,28.39,47.29,43.7,4.88,147.66,16.77,94.62,2.4,57.83476394849785,26.28703703703704,,54.8,60.67435897435898,44.61320754716981,60.67435897435898,Moderate,2023,12,11,13.2,9.25
9164,Beijing,China,56.16,100.72,21.74,49.5,4.95,120.56,2.85,75.45,13.56,151.340779768177,73.6290909090909,,55.5,67.96153846153845,20.50943396226415,151.340779768177,Unhealthy,2023,10,21,10.72,11.15
9165,Seoul,South Korea,122.76,18.02,11.66,6.14,7.92,62.15,21.04,16.55,10.21,185.7285563751317,16.685185185185183,,85.2,8.77142857142857,11.0,185.7285563751317,Unhealthy,2023,7,25,17.95,10.21
9166,Toronto,Canada,23.47,38.09,9.93,34.37,6.45,121.92,27.26,66.64,13.03,74.91115879828327,35.26851851851852,,70.5,49.1,9.367924528301886,74.91115879828327,Moderate,2023,6,22,16.31,10.24
9167,Johannesburg,South Africa,53.79,24.4,66.9,38.88,4.84,109.08,20.67,10.73,13.62,146.0356783919598,22.59259259259259,,54.4,54.61846153846154,64.74130434782609,146.0356783919598,Poor,2023,12,15,18.35,9.16
9168,Istanbul,Turkey,74.55,104.98,62.52,36.12,3.3,99.06,-7.33,92.51,1.96,160.83614330874605,75.73757575757577,,37.5,51.15076923076923,60.07565217391305,160.83614330874605,Unhealthy,2023,6,23,19.22,9.91
9169,Cairo,Egypt,96.9,56.64,40.22,47.42,2.0,101.34,37.36,44.69,11.94,172.37618545837725,51.81171717171717,,22.727272727272727,65.34820512820514,37.943396226415096,172.37618545837725,Unhealthy,2023,2,21,9.78,10.02
9170,Paris,France,108.48,151.65,44.97,11.96,1.39,182.36,35.98,72.81,8.47,178.35532139093783,98.83686868686868,,15.795454545454543,17.08571428571429,42.4245283018868,178.35532139093783,Unhealthy,2023,2,25,15.58,10.26
9171,Beijing,China,103.77,17.14,99.82,36.29,5.77,31.65,28.39,17.41,2.92,175.92339304531086,15.87037037037037,,63.7,51.36435897435897,99.8082608695652,175.92339304531086,Unhealthy,2023,3,3,14.74,10.63
9172,London,UK,76.84,151.92,76.6,30.93,2.82,128.72,22.0,46.34,7.99,162.0185458377239,98.97050505050504,,32.04545454545454,44.18571428571428,75.07391304347826,162.0185458377239,Unhealthy,2023,7,13,14.74,9.75
9173,Los Angeles,USA,97.2,44.61,30.82,40.39,1.16,121.94,32.24,79.13,9.11,172.53108535300316,41.30555555555556,,13.18181818181818,56.515641025641024,29.07547169811321,172.53108535300316,Unhealthy,2023,10,28,14.02,10.27
9174,Tokyo,Japan,81.15,187.98,52.43,22.14,1.48,70.26,-8.4,68.27,9.29,164.24394099051634,117.32343434343434,,16.818181818181817,31.62857142857143,49.4622641509434,164.24394099051634,Unhealthy,2023,12,26,11.62,10.03
9175,Berlin,Germany,97.82,131.35,9.12,8.84,3.69,35.16,-5.53,26.2,0.76,172.85121180189674,88.78939393939393,,41.93181818181818,12.628571428571428,8.60377358490566,172.85121180189674,Unhealthy,2023,6,1,15.69,9.7
9176,Istanbul,Turkey,114.05,76.2,52.82,13.53,3.85,186.42,30.33,55.02,8.8,181.2312961011591,61.4929292929293,,43.75,19.32857142857143,49.83018867924528,181.2312961011591,Unhealthy,2023,11,10,16.73,11.19
9177,Tokyo,Japan,50.05,40.71,28.42,25.42,3.05,122.69,39.06,65.83,12.14,136.82663316582915,37.69444444444444,,34.65909090909091,36.31428571428572,26.811320754716984,136.82663316582915,Poor,2023,12,11,11.62,10.03
9178,London,UK,95.65,165.13,79.07,42.52,8.86,151.61,13.57,36.73,7.3,171.73076923076923,106.01383838383838,,94.6,59.19179487179488,77.705,171.73076923076923,Unhealthy,2023,10,9,12.18,9.62
9179,Dubai,UAE,19.86,80.07,69.68,27.21,2.8,16.59,-0.71,68.58,9.5,67.31931330472104,63.40838383838384,,31.818181818181817,38.871428571428574,67.70260869565217,67.70260869565217,Moderate,2023,5,3,16.25,11.08
9180,Madrid,Spain,20.7,40.59,51.9,7.33,6.03,125.59,35.58,44.76,1.2,69.08583690987125,37.583333333333336,,66.3,10.471428571428572,48.9622641509434,69.08583690987125,Moderate,2023,9,9,20.11,9.33
9181,Istanbul,Turkey,49.47,192.96,84.34,20.94,0.41,43.57,-2.48,15.8,11.76,135.39849246231157,119.78828282828285,,4.659090909090908,29.91428571428572,83.31869565217391,135.39849246231157,Poor,2023,1,15,14.26,10.42
9182,Berlin,Germany,56.83,80.74,53.0,13.25,3.56,53.9,12.46,13.21,5.05,151.68672286617493,63.74,,40.45454545454545,18.92857142857143,50.0,151.68672286617493,Unhealthy,2023,8,6,16.23,10.34
9183,Johannesburg,South Africa,110.77,76.98,23.33,7.17,1.15,82.38,-5.53,17.59,6.36,179.5377239199157,61.8789898989899,,13.068181818181817,10.242857142857144,22.00943396226415,179.5377239199157,Unhealthy,2023,4,24,14.13,10.18
9184,Tokyo,Japan,52.29,130.83,39.66,38.75,7.36,54.64,-8.4,93.67,17.43,142.34221105527638,88.53202020202022,,79.6,54.45512820512821,37.41509433962264,142.34221105527638,Poor,2023,9,8,12.22,11.61
9185,Mexico City,Mexico,98.29,15.22,54.17,28.12,9.08,61.05,27.7,15.55,5.19,173.09388830347734,14.092592592592592,,96.8,40.17142857142857,51.18108695652174,173.09388830347734,Unhealthy,2023,7,27,19.55,12.09
9186,Moscow,Russia,135.7,89.77,83.24,12.21,0.62,183.36,32.33,78.07,3.47,192.40990516332985,68.20939393939393,,7.045454545454545,17.442857142857143,82.14695652173913,192.40990516332985,Unhealthy,2023,1,14,14.36,10.98
9187,Cairo,Egypt,89.5,127.99,62.21,32.27,0.5,31.45,18.34,21.13,17.78,168.55532139093782,87.12636363636364,,5.681818181818182,46.10000000000001,59.7454347826087,168.55532139093782,Unhealthy,2023,4,11,16.89,11.86
9188,Rio de Janeiro,Brazil,131.74,94.27,78.16,21.26,8.69,122.76,6.32,97.04,18.89,190.36522655426765,70.43666666666667,,92.9,30.371428571428574,76.73565217391304,190.36522655426765,Unhealthy,2023,1,6,15.78,10.56
9189,Dubai,UAE,26.34,44.31,46.06,46.89,4.48,194.55,3.88,44.0,5.49,80.94678111587983,41.02777777777778,,,64.68230769230769,43.45283018867925,80.94678111587983,Moderate,2023,4,19,13.2,11.62
9190,Mumbai,India,15.68,157.19,28.12,37.59,5.73,196.5,8.63,66.03,19.76,58.52875536480687,102.0839393939394,,63.3,52.99769230769231,26.528301886792452,102.0839393939394,Poor,2023,7,16,13.77,11.16
9191,Johannesburg,South Africa,132.67,154.82,55.17,2.02,5.03,98.78,11.31,91.51,7.12,190.845416227608,,,56.3,2.8857142857142857,52.24630434782609,190.845416227608,Unhealthy,2023,11,22,16.9,11.25
9192,Paris,France,86.72,157.64,13.27,39.77,3.47,159.1,30.47,72.93,1.17,167.1199157007376,102.30666666666666,,39.43181818181818,55.73666666666667,12.5188679245283,167.1199157007376,Unhealthy,2023,11,6,12.84,10.48
9193,Rio de Janeiro,Brazil,127.19,59.37,13.1,29.24,8.58,187.16,26.91,73.62,5.36,188.0159114857745,53.16292929292929,,91.8,41.77142857142857,12.358490566037736,188.0159114857745,Unhealthy,2023,9,28,18.36,10.61
9194,Moscow,Russia,136.71,162.99,40.09,44.76,8.06,29.86,-6.11,43.37,6.91,192.9314014752371,104.95464646464649,,86.60000000000001,62.00615384615384,37.820754716981135,192.9314014752371,Unhealthy,2023,8,2,13.72,9.61
9195,Los Angeles,USA,14.51,87.85,79.26,11.12,6.0,111.71,17.82,24.67,14.57,56.06824034334764,67.2590909090909,,66.0,15.885714285714284,77.90739130434784,77.90739130434784,Moderate,2023,11,22,14.93,9.6
9196,London,UK,59.5,142.4,30.84,12.79,3.91,92.34,6.82,56.62,5.76,153.0653319283456,94.25858585858586,,44.43181818181818,18.27142857142857,29.09433962264151,153.0653319283456,Unhealthy,2023,1,14,14.04,10.45
9197,Dubai,UAE,45.8,58.33,21.03,44.92,6.36,90.44,22.26,55.49,2.27,126.36180904522612,52.64818181818182,,69.6,62.20717948717949,19.83962264150944,126.36180904522612,Poor,2023,12,7,15.24,10.32
9198,Los Angeles,USA,46.62,19.98,77.83,32.53,5.06,148.42,0.1,17.73,1.38,128.38090452261306,18.5,,56.6,46.471428571428575,76.3841304347826,128.38090452261306,Poor,2023,4,5,14.11,9.77
9199,London,UK,127.02,148.25,46.02,2.87,7.54,121.01,5.03,60.3,2.73,187.9281348788198,97.15404040404042,,81.4,4.1000000000000005,43.41509433962265,187.9281348788198,Unhealthy,2023,7,9,14.74,9.75
9200,Seoul,South Korea,58.43,82.9,86.76,29.64,8.84,66.75,28.06,10.89,18.83,152.51285563751318,64.80909090909091,,94.4,42.34285714285714,85.89652173913043,152.51285563751318,Unhealthy,2023,12,5,15.45,10.79
9201,Sydney,Australia,37.09,192.51,7.29,40.73,5.9,73.07,-0.19,25.14,3.22,104.91507537688445,119.56555555555556,,65.0,56.94282051282051,6.877358490566038,119.56555555555556,Poor,2023,4,18,17.07,9.6
9202,Bangkok,Thailand,84.54,90.72,36.62,13.32,1.97,62.65,7.82,83.1,9.91,165.99430979978925,68.67959595959596,,22.38636363636364,19.02857142857143,34.54716981132075,165.99430979978925,Unhealthy,2023,11,20,18.46,10.36
9203,Mexico City,Mexico,84.66,78.39,96.59,39.54,9.88,194.47,14.97,44.54,7.28,166.05626975763963,62.576868686868686,,107.42068965517242,55.44769230769231,96.36760869565218,166.05626975763963,Unhealthy,2023,6,4,13.43,9.45
9204,London,UK,18.95,110.57,7.74,6.44,5.75,125.48,23.63,89.8,9.56,65.40557939914163,78.50434343434344,,63.5,9.2,7.30188679245283,78.50434343434344,Moderate,2023,8,2,17.35,10.48
9205,Los Angeles,USA,144.15,10.69,60.2,45.99,3.57,174.01,26.6,36.69,2.14,196.77291886196,9.898148148148149,,40.56818181818181,63.55153846153846,57.60434782608696,196.77291886196,Unhealthy,2023,3,9,12.11,10.1
9206,Istanbul,Turkey,53.09,93.91,99.86,12.94,7.56,85.18,15.13,79.86,3.2,144.31206030150756,70.25848484848484,,81.6,18.485714285714284,99.8508695652174,144.31206030150756,Poor,2023,11,27,16.73,11.19
9207,Moscow,Russia,142.06,87.69,75.37,5.59,4.68,143.71,12.77,29.69,7.26,195.69378292939936,67.17989898989899,,52.8,7.985714285714286,73.76369565217392,195.69378292939936,Unhealthy,2023,9,25,13.62,10.21
9208,Dubai,UAE,120.83,47.3,70.52,42.31,7.71,67.18,-7.26,36.08,1.5,184.73203371970496,43.79629629629629,,83.1,58.92794871794872,68.59739130434782,184.73203371970496,Unhealthy,2023,9,5,15.79,11.81
9209,Toronto,Canada,40.5,71.68,64.45,47.13,3.69,131.64,8.24,62.11,1.28,113.31155778894473,59.25575757575758,,41.93181818181818,64.98384615384616,62.131521739130434,113.31155778894473,Poor,2023,2,4,16.03,10.92
9210,Los Angeles,USA,46.98,93.17,40.52,11.78,0.14,160.65,-9.82,59.51,14.6,129.26733668341708,69.89222222222222,,1.590909090909091,16.82857142857143,38.22641509433963,129.26733668341708,Poor,2023,3,26,12.11,10.1
9211,Mexico City,Mexico,115.13,25.06,81.13,42.62,6.41,179.21,37.2,22.92,19.43,181.78893572181244,23.203703703703702,,70.1,59.31743589743589,79.89934782608695,181.78893572181244,Unhealthy,2023,2,24,17.56,9.83
9212,Tokyo,Japan,92.73,73.03,28.94,18.25,5.35,149.99,11.67,62.73,9.45,170.22307692307692,59.92393939393939,,59.5,26.071428571428573,27.30188679245283,170.22307692307692,Unhealthy,2023,11,3,11.47,10.76
9213,Sydney,Australia,148.22,104.15,16.62,28.41,2.71,156.59,8.68,11.16,9.52,198.87439409905164,75.32676767676767,,30.795454545454543,40.58571428571429,15.679245283018869,198.87439409905164,Unhealthy,2023,2,22,9.74,10.33
9214,New York,USA,107.35,73.23,15.44,33.85,5.48,113.02,39.33,10.19,14.83,177.77186512118018,60.02292929292929,,60.8,48.35714285714286,14.566037735849056,177.77186512118018,Unhealthy,2023,3,6,14.13,11.42
9215,Seoul,South Korea,87.28,114.83,85.26,29.41,7.24,36.61,23.52,41.2,14.01,167.40906217070602,80.61282828282827,,78.4,42.01428571428571,84.29869565217392,167.40906217070602,Unhealthy,2023,3,11,17.51,11.79
9216,Toronto,Canada,13.83,166.2,97.55,25.43,1.6,139.29,-7.06,22.75,18.54,54.6381974248927,106.54343434343434,,18.181818181818183,36.32857142857143,97.39021739130436,106.54343434343434,Poor,2023,8,9,13.52,8.97
9217,New York,USA,131.24,111.95,48.71,33.67,6.95,179.48,16.37,97.77,18.82,190.10706006322445,79.18737373737375,,75.5,48.1,45.95283018867924,190.10706006322445,Unhealthy,2023,9,16,14.04,10.18
9218,Bangkok,Thailand,63.24,64.09,49.18,10.89,5.81,57.46,32.83,16.73,6.05,154.99641728134878,55.49909090909091,,64.1,15.55714285714286,46.39622641509434,154.99641728134878,Unhealthy,2023,10,1,12.07,9.94
9219,Sydney,Australia,109.05,112.19,5.15,19.05,8.51,158.72,9.3,66.99,18.89,178.6496311907271,79.30616161616162,,91.1,27.214285714285715,4.858490566037736,178.6496311907271,Unhealthy,2023,10,8,13.51,11.58
9220,Rio de Janeiro,Brazil,108.62,128.25,88.16,33.89,2.56,80.31,7.48,78.45,18.28,178.42760800842993,87.2550505050505,,29.09090909090909,48.41428571428572,87.38782608695652,178.42760800842993,Unhealthy,2023,6,15,13.43,11.22
9221,Madrid,Spain,69.51,188.57,55.3,34.1,2.53,185.92,12.4,93.94,18.39,158.23382507903057,117.61545454545454,,28.75,48.71428571428572,52.38478260869565,158.23382507903057,Unhealthy,2023,12,26,13.2,9.25
9222,Mexico City,Mexico,116.75,182.6,36.64,9.1,1.89,112.13,3.23,99.64,13.68,182.6253951527924,114.66060606060606,,21.477272727272727,13.0,34.56603773584906,182.6253951527924,Unhealthy,2023,5,19,14.2,11.91
9223,Dubai,UAE,128.75,117.93,46.01,15.12,1.87,23.71,1.06,62.24,12.94,188.82139093782928,82.14717171717172,,21.25,21.6,43.40566037735849,188.82139093782928,Unhealthy,2023,12,24,15.24,10.32
9224,Seoul,South Korea,23.23,22.17,61.29,7.6,3.84,150.44,16.87,16.17,16.25,74.40643776824035,20.52777777777778,,43.63636363636363,10.857142857142858,58.76543478260869,74.40643776824035,Moderate,2023,4,24,14.31,11.81
9225,Moscow,Russia,68.82,74.8,35.12,3.13,7.45,185.35,22.96,27.26,13.28,157.87755532139093,60.8,,80.5,4.471428571428572,33.13207547169811,157.87755532139093,Unhealthy,2023,9,3,13.62,10.21
9226,Cairo,Egypt,85.84,193.33,91.15,2.98,4.19,97.66,28.77,84.38,17.76,166.6655426765016,119.97141414141414,,47.61363636363637,4.257142857142857,90.57282608695652,166.6655426765016,Unhealthy,2023,4,7,16.89,11.86
9227,Tokyo,Japan,88.27,190.36,92.04,22.32,4.11,191.37,35.64,72.23,12.22,167.92023182297154,118.50141414141414,,46.70454545454546,31.88571428571429,91.5208695652174,167.92023182297154,Unhealthy,2023,9,14,12.22,11.61
9228,Madrid,Spain,43.5,121.86,5.9,27.63,1.57,137.6,-2.34,27.46,3.21,120.69849246231156,84.09232323232322,,17.84090909090909,39.47142857142857,5.566037735849057,120.69849246231156,Poor,2023,8,23,13.65,10.28
9229,Dubai,UAE,32.65,105.59,30.03,46.3,5.25,97.0,9.51,72.76,4.85,94.21673819742487,76.03949494949495,,58.5,63.94102564102564,28.330188679245285,94.21673819742487,Moderate,2023,3,28,11.17,9.3
9230,Dubai,UAE,29.32,170.5,31.13,48.96,2.41,17.48,6.81,41.65,14.2,87.2137339055794,108.67171717171718,,27.38636363636364,67.28307692307692,29.367924528301888,108.67171717171718,Poor,2023,10,22,12.55,9.61
9231,London,UK,64.25,116.62,92.48,1.75,5.42,39.83,15.08,19.2,14.84,155.51791359325605,81.49878787878788,,60.2,2.5,91.98956521739132,155.51791359325605,Unhealthy,2023,8,22,17.35,10.48
9232,Bangkok,Thailand,54.55,54.37,69.49,7.95,4.37,60.33,15.94,48.73,6.18,147.9070351758794,,,49.65909090909091,11.357142857142858,67.50021739130435,147.9070351758794,Poor,2023,6,24,15.75,8.07
9233,Paris,France,19.89,82.45,73.21,5.16,2.95,45.6,19.26,99.13,0.86,67.3824034334764,64.58636363636364,,33.52272727272727,7.371428571428572,71.46282608695651,71.46282608695651,Moderate,2023,1,28,11.87,11.45
9234,Los Angeles,USA,75.91,146.73,91.73,27.69,8.98,44.13,6.63,26.14,10.0,161.53835616438357,96.40171717171717,,95.8,39.55714285714286,91.19065217391304,161.53835616438357,Unhealthy,2023,12,21,17.73,9.8
9235,Madrid,Spain,31.9,125.79,93.79,45.67,6.43,41.65,24.27,33.37,3.3,92.63948497854076,86.03747474747476,,70.3,63.14948717948718,93.38500000000002,93.38500000000002,Moderate,2023,6,13,17.11,8.79
9236,Los Angeles,USA,8.43,179.38,95.63,2.25,9.73,88.63,36.86,50.13,7.04,35.125,113.06686868686867,,104.88620689655173,3.2142857142857144,95.345,113.06686868686867,Poor,2023,2,4,13.46,9.7
9237,Tokyo,Japan,16.59,92.22,61.91,4.2,5.74,63.86,-2.33,20.21,16.14,60.44248927038627,69.4220202020202,,63.400000000000006,6.0,59.42586956521739,69.4220202020202,Moderate,2023,6,23,14.34,9.85
9238,Johannesburg,South Africa,47.98,78.96,18.29,38.6,1.25,137.76,8.7,11.4,5.43,131.72964824120604,62.8589898989899,,14.204545454545451,54.266666666666666,17.254716981132074,131.72964824120604,Poor,2023,3,17,15.03,8.44
9239,Bangkok,Thailand,66.14,16.64,69.71,2.61,9.55,115.98,29.61,56.55,11.8,156.49378292939937,15.407407407407408,,101.8448275862069,3.7285714285714286,67.73456521739129,156.49378292939937,Unhealthy,2023,2,9,14.32,11.74
9240,Toronto,Canada,40.4,133.16,24.84,13.47,1.03,58.1,-8.43,82.1,17.71,113.06532663316582,89.68525252525252,,11.704545454545457,19.242857142857144,23.433962264150946,113.06532663316582,Poor,2023,5,6,15.6,10.43
9241,Beijing,China,100.19,10.16,74.82,39.88,6.81,176.9,32.85,17.65,9.53,174.0749209694415,9.407407407407408,,74.1,55.8748717948718,73.17782608695651,174.0749209694415,Unhealthy,2023,3,7,14.74,10.63
9242,London,UK,7.69,25.87,51.39,44.66,8.08,18.86,32.74,18.98,3.02,32.04166666666667,23.953703703703702,,86.8,61.88051282051282,48.4811320754717,86.8,Moderate,2023,11,18,13.48,9.29
9243,Seoul,South Korea,35.19,139.06,45.77,47.61,8.78,61.07,6.31,78.75,16.04,99.55836909871245,92.60545454545456,,93.8,65.58692307692307,43.17924528301887,99.55836909871245,Moderate,2023,1,11,11.62,10.14
9244,Tokyo,Japan,22.48,169.9,19.32,33.4,7.4,198.9,24.53,69.45,17.32,72.82918454935623,108.37474747474748,,80.0,47.71428571428572,18.22641509433962,108.37474747474748,Poor,2023,4,23,18.08,10.18
9245,Paris,France,63.29,109.28,50.6,47.22,2.23,53.22,29.66,40.56,7.07,155.0222339304531,77.86585858585859,,25.34090909090909,65.09692307692308,47.735849056603776,155.0222339304531,Unhealthy,2023,8,5,15.19,8.73
9246,New York,USA,30.13,93.19,14.52,34.42,0.9,127.61,11.79,21.9,3.32,88.91716738197425,69.90212121212122,,10.227272727272728,49.17142857142858,13.69811320754717,88.91716738197425,Moderate,2023,12,20,15.14,9.77
9247,Berlin,Germany,21.1,128.93,14.29,27.14,8.54,184.98,12.35,88.2,9.92,69.92703862660944,87.59161616161617,,91.4,38.77142857142857,13.481132075471695,91.4,Moderate,2023,7,14,17.99,10.02
9248,Mumbai,India,23.93,59.68,33.66,8.28,1.48,25.67,-7.98,88.49,2.33,75.87854077253219,53.31636363636363,,16.818181818181817,11.828571428571427,31.754716981132077,75.87854077253219,Moderate,2023,11,13,14.19,10.18
9249,Seoul,South Korea,76.86,153.13,61.35,33.31,2.68,174.99,37.61,37.99,13.09,162.02887249736563,99.56939393939392,,30.454545454545457,47.58571428571429,58.82934782608696,162.02887249736563,Unhealthy,2023,5,24,14.06,8.93
9250,Rio de Janeiro,Brazil,110.08,196.42,96.8,29.66,3.42,183.45,22.29,63.67,8.22,179.18145416227608,121.50080808080808,,38.86363636363636,42.371428571428574,96.59130434782608,179.18145416227608,Unhealthy,2023,11,6,11.39,11.28
9251,Toronto,Canada,126.75,82.86,41.95,13.24,6.96,197.54,37.91,64.38,3.88,187.78872497365649,64.78929292929293,,75.6,18.914285714285715,39.57547169811321,187.78872497365649,Unhealthy,2023,5,3,15.6,10.43
9252,Cairo,Egypt,145.16,103.59,30.69,14.34,3.96,193.87,-7.41,65.84,2.05,197.29441517386724,75.04959595959596,,45.0,20.485714285714288,28.952830188679247,197.29441517386724,Unhealthy,2023,3,17,14.3,10.02
9253,Mexico City,Mexico,59.19,18.22,97.46,39.39,3.54,104.33,24.23,82.51,9.27,152.90526870389883,16.87037037037037,,40.22727272727273,55.25923076923077,97.29434782608696,152.90526870389883,Unhealthy,2023,7,10,19.55,12.09
9254,Paris,France,106.22,124.97,22.76,2.14,7.51,95.41,12.03,62.69,3.74,177.18840885142254,85.63161616161617,,81.1,3.0571428571428574,21.471698113207548,177.18840885142254,Unhealthy,2023,4,10,17.71,9.55
9255,Seoul,South Korea,34.7,35.62,22.45,45.56,0.55,194.44,28.03,89.06,19.42,98.52789699570816,32.98148148148148,,6.25,63.01128205128205,21.17924528301887,98.52789699570816,Moderate,2023,4,6,14.31,11.81
9256,Beijing,China,82.64,35.54,24.02,38.19,4.92,129.3,19.59,27.7,2.97,165.01327713382508,32.907407407407405,,55.2,53.75153846153846,22.660377358490567,165.01327713382508,Unhealthy,2023,5,3,14.45,9.64
9257,Moscow,Russia,20.67,71.43,48.47,18.59,3.99,15.74,8.57,43.74,1.36,69.02274678111588,59.13202020202021,,45.34090909090909,26.557142857142857,45.72641509433962,69.02274678111588,Moderate,2023,4,11,16.75,10.32
9258,Cairo,Egypt,27.56,125.43,43.88,41.79,7.32,70.68,17.27,49.36,5.04,83.51244635193133,85.85929292929293,,79.2,58.27461538461539,41.39622641509434,85.85929292929293,Moderate,2023,10,14,15.61,9.87
9259,Seoul,South Korea,59.18,151.65,7.28,43.6,3.12,74.44,36.22,44.77,17.7,152.90010537407798,98.83686868686868,,35.45454545454545,60.54871794871795,6.867924528301887,152.90010537407798,Unhealthy,2023,10,2,16.89,10.33
9260,Sydney,Australia,44.36,132.59,56.56,18.91,3.02,40.55,20.82,28.86,6.75,122.81608040201004,89.40313131313133,,34.31818181818182,27.01428571428572,53.72695652173913,122.81608040201004,Poor,2023,9,25,10.87,10.39
