,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
7440,Seoul,South Korea,2023-02-08,24.28,73.06,12.48,43.62,5.84,123.08,9.22,25.52,19.14,76.61459227467812,Moderate
7441,Mumbai,India,2023-08-01,41.01,109.37,89.43,11.24,7.06,76.03,30.54,18.35,15.43,114.56733668341708,Poor
7442,Beijing,China,2023-07-10,141.42,111.56,68.99,5.51,2.42,117.08,31.51,60.09,2.89,195.36332982086407,Unhealthy
7443,Johannesburg,South Africa,2023-09-21,144.05,163.15,44.75,15.14,4.47,77.82,24.18,39.32,10.66,196.72128556375134,Unhealthy
7444,Tokyo,Japan,2023-02-20,90.3,170.54,7.76,25.18,3.55,110.03,5.34,19.13,12.49,168.96838777660696,Unhealthy
7445,Seoul,South Korea,2023-06-10,137.79,169.4,27.03,20.77,4.92,99.92,6.38,13.41,12.11,193.4890410958904,Unhealthy
7446,Cairo,Egypt,2023-11-21,94.2,110.61,66.5,47.29,9.45,138.75,39.26,41.18,12.54,170.98208640674395,Unhealthy
7447,Mexico City,Mexico,2023-07-18,75.66,166.62,62.82,1.91,1.26,176.81,9.07,24.52,14.89,161.40927291886197,Unhealthy
7448,New York,USA,2023-02-28,28.37,122.76,55.1,23.4,7.66,77.79,32.44,99.32,1.59,85.2158798283262,Moderate
7449,Johannesburg,South Africa,2023-06-08,137.81,198.01,66.11,4.58,4.5,141.93,30.33,61.36,4.96,193.49936775553215,Unhealthy
7450,Toronto,Canada,2023-12-11,12.36,138.09,91.42,25.75,9.61,66.69,26.44,10.35,6.61,102.85862068965517,Poor
7451,Beijing,China,2023-07-21,136.01,151.07,36.61,24.66,0.56,155.69,20.15,99.48,9.67,192.5699683877766,Unhealthy
7452,Berlin,Germany,2023-09-07,66.31,111.3,90.56,27.53,7.77,124.43,30.16,80.6,1.27,156.58155953635406,Unhealthy
7453,New York,USA,2023-01-03,63.25,66.3,44.14,26.72,1.74,188.28,17.64,18.38,11.28,155.00158061116966,Unhealthy
7454,Istanbul,Turkey,2023-03-20,104.56,160.67,30.32,23.93,5.02,30.11,35.05,81.96,12.47,176.33129610115913,Unhealthy
7455,Johannesburg,South Africa,2023-08-01,80.58,130.68,11.95,26.37,8.3,162.5,-1.6,72.68,18.52,163.94963119072708,Unhealthy
7456,Berlin,Germany,2023-02-08,53.57,113.12,15.88,35.2,9.28,113.8,-5.08,53.92,15.53,145.49396984924624,Poor
7457,London,UK,2023-05-23,63.21,23.55,29.2,38.19,8.62,181.21,25.3,34.7,1.52,154.9809272918862,Unhealthy
7458,Johannesburg,South Africa,2023-11-03,140.67,102.62,18.39,24.25,3.76,192.06,37.65,81.62,13.4,194.97608008429927,Unhealthy
7459,Moscow,Russia,2023-10-19,111.3,138.76,43.65,44.67,9.85,190.94,12.93,42.55,12.7,179.81138040042148,Unhealthy
7460,Madrid,Spain,2023-02-17,6.84,155.06,73.55,35.7,7.26,105.31,13.77,72.02,11.03,101.02969696969697,Poor
7461,London,UK,2023-05-20,21.02,15.61,95.16,43.69,6.91,133.87,27.63,77.51,19.43,94.84434782608696,Moderate
7462,Cairo,Egypt,2023-03-02,84.94,152.51,44.99,26.28,4.81,149.3,24.51,96.88,17.96,166.20084299262382,Unhealthy
7463,Moscow,Russia,2023-06-05,100.98,92.07,38.67,7.18,9.76,18.87,33.31,52.13,6.54,174.48282402528977,Unhealthy
7464,Tokyo,Japan,2023-06-15,8.03,108.01,30.32,6.26,3.68,157.7,30.33,74.89,4.93,77.23727272727274,Moderate
7465,Mumbai,India,2023-02-17,141.86,137.7,24.05,44.99,9.9,15.43,-8.1,48.9,10.69,195.5905163329821,Unhealthy
7466,Toronto,Canada,2023-12-16,100.23,15.59,95.81,9.72,9.98,107.7,25.35,75.1,15.47,174.09557428872498,Unhealthy
7467,Toronto,Canada,2023-04-16,127.13,61.97,65.58,49.19,0.7,147.58,14.38,58.24,2.3,187.9849315068493,Unhealthy
7468,Mumbai,India,2023-09-07,40.55,38.54,64.01,33.21,9.5,73.44,3.57,75.42,0.98,113.43467336683416,Poor
7469,New York,USA,2023-01-26,26.22,85.6,61.45,15.69,5.49,142.62,14.54,70.48,16.12,80.69442060085836,Moderate
7470,Los Angeles,USA,2023-05-22,116.54,158.9,33.1,46.09,7.05,36.09,39.22,27.18,5.6,182.51696522655428,Unhealthy
7471,Paris,France,2023-07-26,107.73,71.14,49.33,32.88,8.74,177.49,-9.51,76.05,18.73,177.96807165437303,Unhealthy
7472,Mexico City,Mexico,2023-01-19,149.22,156.09,46.63,20.81,6.4,114.03,10.88,97.51,10.36,199.39072708113804,Unhealthy
7473,Madrid,Spain,2023-12-01,105.85,43.81,38.7,2.85,2.73,96.29,-6.37,42.51,15.53,176.9973656480506,Unhealthy
7474,New York,USA,2023-06-04,63.29,82.56,15.01,4.44,5.87,10.16,3.2,92.95,4.15,155.0222339304531,Unhealthy
7475,Paris,France,2023-02-03,116.69,15.04,53.17,20.94,2.51,115.1,17.67,98.26,11.09,182.59441517386722,Unhealthy
7476,Madrid,Spain,2023-07-25,75.4,98.44,24.36,26.94,5.92,104.46,-7.2,50.12,17.32,161.2750263435195,Unhealthy
7477,Paris,France,2023-08-15,21.63,132.04,28.04,7.98,7.66,166.92,12.73,83.35,1.01,89.13090909090909,Moderate
7478,Moscow,Russia,2023-05-22,67.68,127.66,68.65,16.24,4.09,154.55,31.69,65.25,18.38,157.28893572181244,Unhealthy
7479,Los Angeles,USA,2023-07-18,27.72,187.98,96.29,23.15,9.22,10.22,38.0,28.15,5.47,117.32343434343434,Poor
7480,Mexico City,Mexico,2023-03-23,64.25,46.73,52.62,20.14,7.02,76.36,34.11,31.45,12.26,155.51791359325605,Unhealthy
7481,Berlin,Germany,2023-06-15,118.44,27.84,81.03,36.81,9.55,93.76,8.2,41.12,4.5,183.49799789251844,Unhealthy
7482,Bangkok,Thailand,2023-04-27,80.36,102.43,23.57,38.69,5.24,10.68,7.55,29.17,6.15,163.83603793466807,Unhealthy
7483,Beijing,China,2023-07-05,134.89,180.62,53.77,46.04,5.4,11.6,34.78,75.82,13.62,191.99167544783984,Unhealthy
7484,Beijing,China,2023-10-11,104.31,19.75,87.85,9.41,6.41,12.91,-1.79,71.5,14.9,176.20221285563753,Unhealthy
7485,Bangkok,Thailand,2023-08-02,96.97,97.94,17.25,34.74,7.02,48.57,14.75,27.81,19.21,172.41232876712328,Unhealthy
7486,Paris,France,2023-11-04,146.89,95.08,75.7,19.58,3.37,169.68,6.25,59.46,9.74,198.1876712328767,Unhealthy
7487,Rio de Janeiro,Brazil,2023-02-02,116.01,170.05,68.29,48.25,4.39,107.3,0.07,69.39,8.47,182.24330874604848,Unhealthy
7488,Cairo,Egypt,2023-07-01,124.77,151.71,76.15,45.14,4.51,140.95,29.57,64.74,0.95,186.76638566912538,Unhealthy
7489,Cairo,Egypt,2023-03-11,53.77,198.27,61.36,24.22,5.55,10.71,-2.1,27.72,9.15,145.98643216080404,Poor
7490,Seoul,South Korea,2023-08-14,103.1,122.86,68.72,7.68,0.12,72.54,3.41,65.3,10.76,175.57744994731297,Unhealthy
7491,Bangkok,Thailand,2023-02-12,6.51,108.41,71.18,8.45,2.1,119.3,-3.98,28.94,15.47,77.43525252525252,Moderate
7492,Seoul,South Korea,2023-03-24,63.54,148.77,76.17,6.72,8.84,141.0,29.47,18.08,19.04,155.1513171759747,Unhealthy
7493,Tokyo,Japan,2023-05-17,115.32,95.97,44.21,35.79,4.13,28.13,-1.93,27.59,7.98,181.88703898840885,Unhealthy
7494,Toronto,Canada,2023-04-13,114.51,171.59,19.82,1.1,6.62,76.03,34.78,43.76,5.6,181.46880927291886,Unhealthy
7495,Seoul,South Korea,2023-06-25,46.76,121.44,18.04,47.31,4.53,154.78,28.33,60.69,3.09,128.72562814070352,Poor
7496,Cairo,Egypt,2023-08-17,140.7,186.44,21.7,37.56,2.14,97.53,-6.8,59.69,17.4,194.99157007376186,Unhealthy
7497,Rio de Janeiro,Brazil,2023-04-01,119.21,126.15,5.06,38.6,9.14,32.85,-0.74,79.07,13.43,183.89557428872496,Unhealthy
7498,London,UK,2023-12-09,110.11,105.7,58.57,44.26,5.92,71.23,32.46,42.38,0.76,179.19694415173868,Unhealthy
7499,Istanbul,Turkey,2023-12-28,80.7,52.0,30.21,3.21,3.63,130.55,10.64,93.51,6.27,164.01159114857745,Unhealthy
7500,Mumbai,India,2023-10-07,5.2,135.39,83.94,13.69,7.9,11.86,24.18,36.33,8.67,90.7889898989899,Moderate
7501,Tokyo,Japan,2023-10-17,51.68,153.22,81.56,40.28,8.04,36.88,31.19,93.73,19.28,140.84020100502514,Poor
7502,Bangkok,Thailand,2023-07-27,149.23,26.16,84.13,7.25,9.78,171.08,10.76,88.12,16.63,199.39589041095888,Unhealthy
7503,Tokyo,Japan,2023-03-10,120.41,13.65,28.0,5.5,9.69,87.1,28.24,41.2,1.08,184.51517386722867,Unhealthy
7504,Beijing,China,2023-01-07,27.28,44.77,86.08,45.66,7.73,71.36,5.19,10.57,0.5,85.17217391304348,Moderate
7505,Seoul,South Korea,2023-04-19,13.83,108.49,46.16,22.71,3.0,172.22,2.68,80.51,5.25,77.47484848484848,Moderate
7506,Istanbul,Turkey,2023-01-14,98.99,18.54,28.3,22.33,0.65,82.01,15.55,82.21,9.34,173.45532139093783,Unhealthy
7507,Toronto,Canada,2023-09-13,49.42,133.25,28.54,6.81,2.76,47.6,32.14,50.43,14.38,135.27537688442212,Poor
7508,New York,USA,2023-06-15,9.14,32.9,47.9,30.03,9.2,170.8,16.81,51.6,12.67,98.0,Moderate
7509,Johannesburg,South Africa,2023-06-09,126.46,139.05,99.98,31.68,4.18,15.7,0.92,72.43,15.63,187.63898840885142,Unhealthy
7510,Cairo,Egypt,2023-05-21,54.39,83.4,44.51,10.03,5.02,170.88,33.32,47.59,17.1,147.51306532663318,Poor
7511,Mexico City,Mexico,2023-02-16,105.41,133.65,32.12,36.25,3.54,121.09,32.47,67.52,5.56,176.77017913593255,Unhealthy
7512,Johannesburg,South Africa,2023-12-10,20.56,185.44,29.76,38.89,2.63,17.31,34.86,54.65,5.02,116.06626262626263,Poor
7513,Los Angeles,USA,2023-03-19,98.29,175.67,75.82,20.67,8.18,35.45,35.24,53.01,8.49,173.09388830347734,Unhealthy
7514,Berlin,Germany,2023-11-19,82.99,69.5,35.59,4.33,4.97,84.3,-7.93,36.33,12.44,165.1939936775553,Unhealthy
7515,Tokyo,Japan,2023-04-18,148.4,152.24,45.51,42.63,4.02,179.82,33.91,11.56,8.7,198.9673340358272,Unhealthy
7516,Beijing,China,2023-11-17,149.23,135.44,37.68,42.83,2.55,124.81,31.56,99.46,8.59,199.39589041095888,Unhealthy
7517,Johannesburg,South Africa,2023-08-13,75.93,148.97,6.48,28.94,1.3,35.41,-3.58,70.28,14.88,161.5486828240253,Unhealthy
7518,Tokyo,Japan,2023-10-09,85.74,145.9,88.06,16.86,5.5,107.01,2.34,80.69,17.55,166.61390937829293,Unhealthy
7519,Istanbul,Turkey,2023-04-07,73.93,196.27,38.76,21.06,4.42,16.68,-9.81,23.6,16.42,160.51601685985247,Unhealthy
7520,Seoul,South Korea,2023-02-10,73.09,180.37,30.03,39.82,5.53,152.63,33.81,95.47,5.79,160.0822971548999,Unhealthy
7521,New York,USA,2023-10-09,87.35,168.9,50.3,6.1,1.16,44.84,10.15,78.47,13.58,167.44520547945206,Unhealthy
7522,Bangkok,Thailand,2023-05-26,82.91,10.96,42.5,23.81,8.04,82.92,25.79,71.85,10.62,165.1526870389884,Unhealthy
7523,Los Angeles,USA,2023-12-24,87.8,173.73,33.76,33.94,7.22,145.86,17.89,67.33,11.88,167.67755532139094,Unhealthy
7524,Sydney,Australia,2023-07-17,13.28,66.71,57.97,48.85,7.51,192.3,18.62,94.8,12.66,81.1,Moderate
7525,Toronto,Canada,2023-08-07,140.57,168.23,94.87,34.86,0.74,120.21,6.91,94.36,14.59,194.9244467860906,Unhealthy
7526,Moscow,Russia,2023-05-14,18.5,20.92,65.75,30.47,0.87,60.3,1.75,93.48,11.81,64.45922746781116,Moderate
7527,Tokyo,Japan,2023-11-12,136.78,128.21,58.93,27.53,0.46,30.8,16.82,14.7,5.5,192.96754478398316,Unhealthy
7528,New York,USA,2023-08-19,94.37,58.3,7.2,28.91,8.21,161.87,32.18,58.23,17.28,171.06986301369864,Unhealthy
7529,Mumbai,India,2023-10-25,38.42,116.88,76.25,34.98,0.52,120.58,38.2,29.54,13.12,108.18994974874373,Poor
7530,Mumbai,India,2023-10-15,40.38,57.28,60.4,39.36,8.42,173.5,-7.91,87.13,14.72,113.01608040201006,Poor
7531,Dubai,UAE,2023-04-16,6.42,27.84,24.48,15.74,0.72,127.31,37.89,76.25,12.42,26.75,Good
7532,Bangkok,Thailand,2023-12-11,134.52,46.02,42.64,15.43,5.28,123.2,31.99,52.94,8.99,191.80063224446786,Unhealthy
7533,Sydney,Australia,2023-06-16,138.56,58.93,91.74,5.05,7.4,98.61,34.46,29.35,6.99,193.88661749209695,Unhealthy
7534,London,UK,2023-06-20,54.55,99.45,27.95,25.35,9.2,124.37,10.59,88.48,18.92,147.9070351758794,Poor
7535,Sydney,Australia,2023-05-21,143.96,161.36,99.5,38.52,5.59,53.48,12.01,45.94,1.34,196.67481559536355,Unhealthy
7536,London,UK,2023-09-03,41.48,68.99,68.53,14.45,7.05,164.58,20.58,33.89,16.03,115.72462311557788,Poor
7537,Madrid,Spain,2023-10-17,53.03,194.49,17.02,24.59,8.6,117.94,0.97,10.01,19.86,144.1643216080402,Poor
7538,Toronto,Canada,2023-07-09,36.57,189.13,71.09,47.22,1.51,69.57,2.0,89.25,15.78,117.89262626262627,Poor
7539,Tokyo,Japan,2023-04-26,144.65,45.35,70.28,8.09,6.57,41.03,-2.09,63.57,14.84,197.03108535300316,Unhealthy
7540,Dubai,UAE,2023-05-15,70.39,183.74,23.25,38.9,5.25,79.36,31.32,38.89,13.24,158.6881981032666,Unhealthy
7541,London,UK,2023-12-17,37.95,147.69,11.86,2.29,0.34,52.14,1.33,24.56,5.6,107.03266331658293,Poor
7542,Johannesburg,South Africa,2023-06-27,33.38,31.21,79.45,38.1,4.72,32.62,-6.54,37.31,15.74,95.7519313304721,Moderate
7543,Johannesburg,South Africa,2023-04-27,106.33,179.52,35.73,45.17,5.17,177.53,23.68,78.64,0.68,177.24520547945207,Unhealthy
7544,Sydney,Australia,2023-07-06,69.68,49.01,67.41,4.54,1.82,190.9,31.05,15.13,9.7,158.32160168598526,Unhealthy
7545,Rio de Janeiro,Brazil,2023-08-27,113.75,75.72,67.04,37.93,5.22,92.28,34.66,89.22,8.19,181.0763962065332,Unhealthy
7546,Beijing,China,2023-08-18,147.46,30.76,28.35,35.68,3.98,116.66,32.26,91.88,14.45,198.48198103266597,Unhealthy
7547,Beijing,China,2023-03-14,95.37,146.18,8.78,39.21,2.11,153.38,30.6,80.52,19.81,171.58619599578503,Unhealthy
7548,Beijing,China,2023-07-07,49.37,87.2,88.01,17.97,3.45,116.14,13.27,46.12,10.47,135.15226130653267,Poor
7549,Madrid,Spain,2023-01-10,61.98,41.82,49.82,47.71,2.57,74.79,13.65,37.68,13.44,154.3458377239199,Unhealthy
7550,Johannesburg,South Africa,2023-10-25,108.58,65.08,58.25,40.04,7.5,199.3,5.62,73.82,2.63,178.40695468914646,Unhealthy
7551,Bangkok,Thailand,2023-11-13,143.41,51.7,22.69,32.83,7.33,93.1,19.74,83.94,12.68,196.390832455216,Unhealthy
7552,New York,USA,2023-07-28,88.32,47.36,13.16,14.53,9.0,161.92,21.29,56.13,6.54,167.94604847207586,Unhealthy
7553,Los Angeles,USA,2023-06-11,85.54,47.45,51.62,21.52,3.68,25.35,20.63,33.72,9.36,166.51064278187567,Unhealthy
7554,Rio de Janeiro,Brazil,2023-11-14,48.16,23.95,63.93,1.29,0.39,46.19,-0.68,87.45,13.05,132.17286432160805,Poor
7555,Bangkok,Thailand,2023-01-13,140.62,167.25,51.55,17.1,5.09,32.08,18.73,63.34,6.82,194.95026343519496,Unhealthy
7556,Mumbai,India,2023-07-19,58.6,120.96,58.97,37.46,8.28,153.52,7.59,38.27,1.19,152.60063224446787,Unhealthy
7557,Cairo,Egypt,2023-05-25,70.26,25.48,31.87,39.71,5.09,155.24,-6.76,77.57,6.96,158.62107481559536,Unhealthy
7558,Rio de Janeiro,Brazil,2023-08-05,48.72,72.3,16.84,38.67,4.34,39.47,9.25,94.06,1.0,133.55175879396984,Poor
7559,Bangkok,Thailand,2023-11-16,23.92,132.43,28.51,3.0,5.89,34.12,-4.74,96.82,10.0,89.3239393939394,Moderate
7560,Istanbul,Turkey,2023-04-23,18.09,53.51,83.23,37.32,8.01,190.11,18.89,19.55,6.18,86.1,Moderate
7561,London,UK,2023-11-24,138.65,91.13,45.93,24.86,5.04,71.76,-0.62,66.53,2.83,193.93308746048473,Unhealthy
7562,Mumbai,India,2023-08-07,68.31,156.49,40.71,12.39,5.99,195.8,15.65,53.88,14.73,157.61422550052689,Unhealthy
7563,Johannesburg,South Africa,2023-01-22,63.67,143.29,60.75,37.58,0.68,162.78,18.11,77.49,13.88,155.21844046364595,Unhealthy
7564,London,UK,2023-10-17,43.54,110.89,11.1,33.67,2.28,68.31,-7.58,66.41,3.97,120.79698492462312,Poor
7565,Johannesburg,South Africa,2023-04-02,65.99,144.81,52.66,15.4,8.46,117.5,39.97,95.4,1.23,156.4163329820864,Unhealthy
7566,Madrid,Spain,2023-05-06,38.3,178.83,47.61,44.4,5.05,185.71,4.41,35.34,11.82,112.79464646464648,Poor
7567,Paris,France,2023-01-05,47.72,110.6,44.38,17.46,7.61,131.83,0.96,48.85,2.82,131.08944723618092,Poor
7568,Los Angeles,USA,2023-10-19,68.67,197.18,95.22,43.22,5.56,30.44,33.56,77.2,9.83,157.800105374078,Unhealthy
7569,Dubai,UAE,2023-05-03,110.08,145.94,53.11,38.45,5.99,95.16,-5.45,65.38,14.64,179.18145416227608,Unhealthy
7570,Berlin,Germany,2023-08-27,17.32,41.38,85.55,2.65,4.92,31.28,-9.27,59.57,12.64,84.60760869565217,Moderate
7571,Mexico City,Mexico,2023-01-25,76.39,139.37,13.74,28.26,9.51,194.49,13.37,94.8,4.01,161.78619599578505,Unhealthy
7572,Tokyo,Japan,2023-03-25,82.52,179.94,11.49,32.66,8.36,148.63,23.63,73.29,19.58,164.9513171759747,Unhealthy
7573,London,UK,2023-07-01,133.9,14.33,47.17,38.79,5.05,102.47,32.82,14.51,9.53,191.4805057955743,Unhealthy
7574,Rio de Janeiro,Brazil,2023-12-09,55.41,159.39,12.15,20.69,8.61,62.47,24.44,27.12,4.27,103.17282828282828,Poor
7575,Berlin,Germany,2023-03-01,19.21,54.79,18.54,19.55,0.52,190.34,2.05,80.63,4.21,65.95236051502147,Moderate
7576,Paris,France,2023-01-25,69.68,30.35,87.55,1.73,8.05,165.67,-1.86,17.35,17.66,158.32160168598526,Unhealthy
7577,Tokyo,Japan,2023-09-18,15.15,33.57,99.84,22.9,5.77,22.18,-5.5,60.91,12.78,99.82956521739132,Moderate
7578,Johannesburg,South Africa,2023-10-04,51.18,146.94,51.29,2.12,1.33,102.66,2.04,16.13,18.31,139.60904522613066,Poor
7579,Los Angeles,USA,2023-09-22,30.72,102.81,71.13,42.72,6.95,154.33,39.2,88.42,18.24,90.15793991416308,Moderate
7580,Toronto,Canada,2023-05-22,82.51,125.7,17.61,6.84,1.47,186.17,5.33,18.58,16.76,164.94615384615386,Unhealthy
7581,Sydney,Australia,2023-05-17,8.37,178.13,47.49,39.2,6.33,28.35,23.23,70.43,16.04,112.44818181818182,Poor
7582,Los Angeles,USA,2023-05-19,32.84,111.29,63.2,10.68,3.66,126.03,22.26,26.96,10.04,94.61630901287555,Moderate
7583,London,UK,2023-11-26,143.06,63.75,37.28,6.92,5.43,95.65,-6.69,99.04,5.84,196.2101159114858,Unhealthy
7584,Mexico City,Mexico,2023-12-08,74.33,153.9,53.85,28.59,2.58,60.86,16.63,12.51,0.65,160.72255005268704,Unhealthy
7585,Paris,France,2023-07-13,38.37,110.04,63.05,3.05,6.48,89.23,-8.07,75.61,17.72,108.06683417085426,Poor
7586,London,UK,2023-12-04,103.13,49.55,73.69,4.88,1.43,127.43,38.97,24.97,17.62,175.59293993677557,Unhealthy
7587,Mumbai,India,2023-03-25,119.89,59.31,48.04,6.83,9.55,34.59,22.33,87.17,2.06,184.24668071654372,Unhealthy
7588,Bangkok,Thailand,2023-12-13,142.57,148.13,72.35,23.68,9.47,124.36,1.25,81.94,18.48,195.95711275026343,Unhealthy
7589,Moscow,Russia,2023-02-15,31.62,129.25,16.09,4.75,4.19,164.55,26.25,23.15,5.88,92.05064377682405,Moderate
7590,Dubai,UAE,2023-09-17,129.83,133.44,45.43,27.97,4.42,197.67,-1.5,98.68,12.05,189.3790305584826,Unhealthy
7591,Los Angeles,USA,2023-08-01,55.23,75.74,6.19,24.98,3.91,152.42,13.12,14.08,12.13,149.58140703517589,Poor
7592,Moscow,Russia,2023-08-25,42.04,164.67,29.33,45.11,7.49,105.78,24.87,55.83,13.74,117.1035175879397,Poor
7593,Madrid,Spain,2023-01-05,21.87,12.66,35.54,48.08,6.39,142.8,26.13,89.57,6.8,71.54635193133048,Moderate
7594,Berlin,Germany,2023-11-07,114.93,176.47,76.13,38.0,0.15,65.49,17.99,80.59,14.48,181.68566912539515,Unhealthy
7595,Los Angeles,USA,2023-07-08,14.53,191.42,88.67,20.6,3.77,125.74,36.71,22.62,19.21,119.0260606060606,Poor
7596,Cairo,Egypt,2023-02-05,59.08,128.52,8.28,28.29,2.28,74.53,38.13,17.71,17.26,152.84847207586932,Unhealthy
7597,Bangkok,Thailand,2023-07-06,18.77,80.98,44.99,19.11,2.69,146.94,17.42,22.07,4.14,65.02703862660944,Moderate
7598,Istanbul,Turkey,2023-06-21,55.64,154.19,27.6,8.29,3.32,191.65,24.72,10.55,9.71,151.0722866174921,Unhealthy
7599,Paris,France,2023-10-16,118.18,82.3,88.56,7.16,9.36,178.58,12.6,89.86,0.55,183.36375131717597,Unhealthy
7600,Paris,France,2023-04-23,101.71,163.22,38.99,46.3,0.83,107.72,8.32,78.33,4.95,174.85974710221285,Unhealthy
7601,Istanbul,Turkey,2023-02-13,143.07,94.02,8.36,43.15,8.74,131.18,17.49,21.49,1.69,196.21527924130663,Unhealthy
7602,New York,USA,2023-08-27,145.3,129.93,23.34,8.61,3.56,62.99,24.64,44.42,9.72,197.36670179135933,Unhealthy
7603,Paris,France,2023-03-15,50.82,182.03,23.98,49.49,8.85,173.72,18.02,99.77,5.28,138.72261306532664,Poor
7604,Seoul,South Korea,2023-08-19,65.13,186.68,8.59,9.68,7.55,117.73,27.46,65.39,16.6,155.9722866174921,Unhealthy
7605,London,UK,2023-10-16,96.74,40.02,68.14,3.29,0.84,149.09,-7.29,52.73,11.45,172.2935721812434,Unhealthy
7606,Toronto,Canada,2023-10-09,30.76,97.52,77.4,46.55,6.04,128.3,22.17,21.75,11.44,90.24206008583693,Moderate
7607,London,UK,2023-02-10,39.74,128.28,85.16,24.09,8.82,115.95,-2.78,77.49,1.44,111.44020100502513,Poor
7608,Dubai,UAE,2023-02-13,56.78,52.65,19.62,14.08,1.06,129.36,31.55,36.39,3.21,151.6609062170706,Unhealthy
7609,Istanbul,Turkey,2023-06-07,90.35,24.12,58.56,27.96,9.25,53.29,29.42,25.02,7.22,168.99420442571127,Unhealthy
7610,Mumbai,India,2023-01-26,68.5,154.7,38.51,45.76,9.52,74.72,34.25,30.36,18.13,157.7123287671233,Unhealthy
7611,Rio de Janeiro,Brazil,2023-06-07,136.24,57.12,21.54,45.68,3.03,172.27,-8.27,61.95,14.85,192.6887249736565,Unhealthy
7612,Cairo,Egypt,2023-09-12,84.36,117.74,68.2,8.36,1.74,197.56,-1.85,97.99,12.1,165.9013698630137,Unhealthy
7613,Tokyo,Japan,2023-09-06,76.7,192.8,27.11,38.38,4.36,124.59,32.81,30.66,13.85,161.94625922023184,Unhealthy
7614,Paris,France,2023-12-12,18.38,40.01,50.31,12.24,5.25,42.25,34.13,28.65,19.28,64.2068669527897,Moderate
7615,Dubai,UAE,2023-11-12,83.87,67.2,59.92,46.48,1.74,42.5,-3.05,33.58,11.25,165.64836670179136,Unhealthy
7616,Cairo,Egypt,2023-06-06,27.25,178.62,81.07,45.91,1.21,142.82,9.76,35.8,5.87,112.69070707070708,Poor
7617,Tokyo,Japan,2023-12-14,139.67,15.41,60.07,21.47,1.6,49.91,19.81,47.17,6.85,194.45974710221284,Unhealthy
7618,Sydney,Australia,2023-07-07,10.31,91.6,71.91,20.65,7.34,173.56,31.02,47.13,2.38,79.4,Moderate
7619,Tokyo,Japan,2023-06-12,49.86,149.74,18.37,10.05,0.28,80.11,36.69,65.19,9.16,136.35879396984924,Poor
7620,New York,USA,2023-12-01,87.99,47.97,32.36,41.17,0.35,96.83,39.96,43.52,8.59,167.77565858798735,Unhealthy
7621,Paris,France,2023-08-21,84.97,150.26,82.06,32.02,1.51,124.01,4.31,57.47,16.63,166.2163329820864,Unhealthy
7622,Tokyo,Japan,2023-01-04,97.71,154.57,28.39,12.47,6.26,82.73,34.91,74.74,9.81,172.79441517386724,Unhealthy
7623,London,UK,2023-05-17,106.37,169.02,23.03,37.18,6.52,100.2,16.71,77.67,14.8,177.2658587987355,Unhealthy
7624,Dubai,UAE,2023-12-18,117.34,48.49,65.85,1.42,7.19,11.08,8.67,14.12,4.74,182.9300316122234,Unhealthy
7625,Dubai,UAE,2023-02-26,81.98,138.7,66.83,34.13,8.05,19.46,-1.82,75.02,5.05,164.67249736564804,Unhealthy
7626,London,UK,2023-01-03,58.54,153.85,29.34,1.03,9.06,35.25,22.84,28.49,16.38,152.5696522655427,Unhealthy
7627,Los Angeles,USA,2023-02-28,140.04,112.06,24.73,34.02,1.65,124.89,26.1,73.52,11.55,194.65079030558482,Unhealthy
7628,Johannesburg,South Africa,2023-02-02,8.07,161.87,33.19,1.37,4.0,121.45,-8.27,77.85,18.52,104.40030303030304,Poor
7629,Seoul,South Korea,2023-02-22,42.45,118.59,99.98,45.15,6.18,18.32,12.16,29.38,9.98,118.11306532663318,Poor
7630,Johannesburg,South Africa,2023-12-15,140.04,88.46,66.94,7.72,3.85,162.64,3.4,73.73,6.47,194.65079030558482,Unhealthy
7631,Johannesburg,South Africa,2023-04-23,96.22,24.29,28.36,24.9,6.84,122.96,-9.87,11.11,18.93,172.0250790305585,Unhealthy
7632,Seoul,South Korea,2023-11-24,132.62,28.3,56.15,37.87,7.96,64.72,39.43,51.66,2.7,190.8195995785037,Unhealthy
7633,Paris,France,2023-07-21,96.95,146.57,39.4,7.13,5.51,104.41,36.01,59.7,13.36,172.40200210748156,Unhealthy
7634,Paris,France,2023-01-24,83.84,162.6,82.71,28.96,9.65,58.96,-7.72,30.66,11.14,165.63287671232877,Unhealthy
7635,Mumbai,India,2023-02-10,54.16,192.74,17.26,23.74,6.32,40.29,5.32,50.64,14.15,146.94673366834172,Poor
7636,Dubai,UAE,2023-07-10,133.39,135.58,42.25,18.32,9.92,68.57,9.72,78.17,19.65,191.21717597471022,Unhealthy
7637,Sydney,Australia,2023-05-17,121.42,58.17,87.45,45.98,9.84,22.9,25.37,55.22,1.44,185.03667017913594,Unhealthy
7638,Madrid,Spain,2023-01-19,104.07,86.55,41.0,49.81,4.74,57.97,-1.91,81.87,19.49,176.07829293993677,Unhealthy
7639,Paris,France,2023-06-16,57.5,80.23,52.63,23.91,0.8,104.84,37.71,22.6,15.2,152.03266596417282,Unhealthy
