City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
Moscow,Russia,2023-04-22,118.88,10.51,38.06,33.43,7.66,127.41,10.4,57.66,16.75,476,Dangerous
Johannesburg,South Africa,2023-11-20,14.62,132.69,87.5,11.8,6.72,106.79,22.64,52.21,9.96,265,Dangerous
London,UK,2023-01-28,28.05,138.47,22.56,19.95,0.61,97.04,11.66,79.01,9.76,277,Dangerous
Johannesburg,South Africa,2023-01-09,42.61,193.53,99.73,47.88,2.91,131.88,27.18,23.14,3.33,387,Dangerous
Paris,France,2023-12-07,36.36,146.12,89.8,8.51,9.53,52.47,-9.0,29.36,3.45,292,Dangerous
Cairo,Egypt,2023-05-13,67.53,177.08,88.58,20.67,3.7,123.32,3.65,64.66,17.33,354,Dangerous
Seoul,South Korea,2023-04-17,51.48,176.1,91.26,21.9,9.11,86.21,26.17,64.22,4.61,352,Dangerous
Tokyo,Japan,2023-02-21,51.49,127.3,18.83,5.08,1.52,124.24,9.93,36.15,0.85,255,Dangerous
Berlin,Germany,2023-09-10,25.6,15.49,98.66,10.59,0.76,182.44,26.71,24.69,8.65,102,Unhealthy
Sydney,Australia,2023-06-18,36.13,36.28,72.25,15.35,0.98,164.67,29.98,39.83,10.45,145,Unhealthy
Madrid,Spain,2023-08-02,38.08,136.93,25.36,30.59,0.89,12.02,22.87,17.53,3.52,274,Dangerous
Seoul,South Korea,2023-01-12,53.19,55.22,75.97,25.15,9.54,155.2,18.24,75.77,4.57,213,Dangerous
Sydney,Australia,2023-01-27,96.39,83.29,60.09,22.26,0.34,193.0,6.45,82.33,16.24,386,Dangerous
Dubai,UAE,2023-12-21,66.09,158.69,32.82,22.96,3.0,76.08,-7.85,58.35,10.62,317,Dangerous
Beijing,China,2023-11-28,128.22,198.59,11.84,41.38,6.53,31.51,37.01,43.78,13.22,513,Dangerous
Dubai,UAE,2023-03-27,39.22,167.54,26.58,4.02,0.81,71.91,23.64,12.81,6.34,335,Dangerous
New York,USA,2023-09-05,47.79,18.03,70.09,10.68,7.75,189.24,26.07,22.0,0.94,191,Dangerous
Los Angeles,USA,2023-10-06,48.94,34.68,82.3,26.86,6.74,63.8,-9.67,64.57,7.41,196,Dangerous
Beijing,China,2023-05-17,139.85,20.47,57.11,3.48,0.11,10.44,35.57,83.26,12.38,559,Dangerous
Berlin,Germany,2023-11-11,74.4,117.41,34.24,20.72,3.78,140.0,22.31,26.72,12.08,298,Dangerous
Berlin,Germany,2023-11-12,31.75,145.77,89.48,24.94,0.14,25.63,8.43,83.12,9.19,292,Dangerous
Cairo,Egypt,2023-02-16,87.75,137.67,29.12,41.63,6.0,100.75,4.79,23.74,16.09,351,Dangerous
Mumbai,India,2023-11-25,107.72,80.2,89.56,26.51,6.31,42.42,1.96,86.81,11.54,431,Dangerous
Sydney,Australia,2023-07-06,121.74,16.44,85.2,28.14,6.96,128.72,-9.77,35.72,0.83,487,Dangerous
Johannesburg,South Africa,2023-07-17,139.89,138.02,40.8,18.6,5.24,84.7,2.28,80.37,10.37,560,Dangerous
London,UK,2023-02-19,51.35,20.86,53.6,10.74,8.87,142.26,1.78,91.24,14.72,205,Dangerous
Sydney,Australia,2023-01-03,107.98,147.64,47.76,45.32,1.27,171.77,18.25,81.92,2.55,432,Dangerous
Mexico City,Mexico,2023-10-14,134.44,15.47,15.51,6.68,4.96,140.27,-0.43,47.85,15.0,538,Dangerous
Mexico City,Mexico,2023-10-14,77.69,178.64,47.25,6.22,7.19,111.35,18.39,60.97,14.72,357,Dangerous
Toronto,Canada,2023-02-07,48.56,65.16,10.63,34.41,9.37,193.43,-4.4,34.11,17.83,194,Dangerous
New York,USA,2023-07-11,38.41,10.55,24.38,33.91,8.87,16.5,21.45,18.98,13.26,154,Dangerous
Moscow,Russia,2023-09-12,114.09,130.95,33.23,10.36,1.06,70.88,-8.69,40.73,9.6,456,Dangerous
Bangkok,Thailand,2023-02-01,112.43,71.31,92.25,33.54,5.24,145.32,-3.27,94.73,6.39,450,Dangerous
Mumbai,India,2023-12-02,141.42,185.85,86.47,16.88,5.58,17.34,12.45,11.05,2.55,566,Dangerous
Seoul,South Korea,2023-05-09,70.33,72.26,53.32,19.67,1.5,154.76,33.76,27.59,8.89,281,Dangerous
Mexico City,Mexico,2023-05-23,121.43,128.21,50.58,11.86,2.16,55.97,-5.15,75.62,15.32,486,Dangerous
Mexico City,Mexico,2023-09-12,40.86,144.24,48.02,39.98,1.06,186.0,14.26,18.22,2.99,288,Dangerous
Los Angeles,USA,2023-09-12,134.3,156.6,23.38,33.11,8.94,196.7,33.66,52.79,3.58,537,Dangerous
Tokyo,Japan,2023-10-03,111.07,51.9,20.77,9.14,9.57,184.62,7.92,68.86,19.04,444,Dangerous
Mumbai,India,2023-01-13,147.98,130.98,36.23,28.27,2.66,161.98,7.7,30.32,13.14,592,Dangerous
Madrid,Spain,2023-06-24,23.4,26.85,77.97,35.38,4.39,44.94,25.3,85.74,3.3,94,Poor
Sydney,Australia,2023-12-25,120.1,73.28,87.45,24.64,7.83,185.31,-6.8,41.89,12.4,480,Dangerous
Johannesburg,South Africa,2023-02-12,44.76,159.02,97.4,7.67,8.36,74.64,24.15,11.29,6.68,318,Dangerous
Johannesburg,South Africa,2023-04-08,69.74,185.61,66.08,39.96,3.45,88.16,-4.04,95.42,10.47,371,Dangerous
Mexico City,Mexico,2023-09-25,61.98,57.84,56.01,44.45,4.83,23.04,23.47,97.29,5.97,248,Dangerous
Berlin,Germany,2023-10-18,75.42,37.98,76.16,28.9,0.55,65.41,0.74,18.61,2.03,302,Dangerous
Cairo,Egypt,2023-02-08,34.38,61.86,18.32,9.51,3.33,172.17,19.06,75.76,4.22,138,Unhealthy
Madrid,Spain,2023-07-19,107.04,192.65,10.46,2.93,5.95,34.61,9.57,19.12,17.04,428,Dangerous
Istanbul,Turkey,2023-11-02,53.87,71.39,97.94,29.14,7.71,50.9,34.61,89.17,15.11,215,Dangerous
Bangkok,Thailand,2023-07-16,115.73,18.76,76.62,40.15,3.91,72.55,17.16,43.91,7.08,463,Dangerous
London,UK,2023-02-03,100.59,138.65,9.68,28.4,1.09,196.56,34.01,75.41,3.64,402,Dangerous
Mumbai,India,2023-05-15,124.92,142.64,39.69,29.9,7.14,120.68,2.05,91.6,13.75,500,Dangerous
London,UK,2023-07-04,76.91,25.5,58.05,31.41,8.02,114.73,2.91,79.11,15.67,308,Dangerous
Rio de Janeiro,Brazil,2023-02-27,57.11,118.91,93.54,3.85,2.18,131.21,4.49,38.17,16.0,238,Dangerous
Toronto,Canada,2023-01-18,78.17,172.07,9.31,27.54,7.93,125.16,37.86,72.38,7.15,344,Dangerous
Cairo,Egypt,2023-06-22,127.05,20.2,55.51,30.88,3.08,162.3,-8.29,11.89,8.53,508,Dangerous
Seoul,South Korea,2023-01-19,135.32,190.29,45.15,11.39,5.77,151.36,11.37,82.01,5.79,541,Dangerous
Cairo,Egypt,2023-03-24,45.15,196.62,10.14,32.12,1.0,80.07,11.58,21.44,6.34,393,Dangerous
Rio de Janeiro,Brazil,2023-02-14,112.77,119.93,98.23,9.83,7.07,143.62,-3.55,22.0,13.73,451,Dangerous
Seoul,South Korea,2023-02-20,133.33,186.37,95.63,13.2,5.3,15.61,13.58,90.63,16.05,533,Dangerous
Berlin,Germany,2023-06-26,125.07,163.51,25.1,42.65,6.15,189.61,-8.65,37.32,9.36,500,Dangerous
Los Angeles,USA,2023-12-11,130.45,184.31,77.08,5.48,1.7,83.38,8.01,12.84,9.47,522,Dangerous
London,UK,2023-09-18,11.58,62.28,88.74,12.28,6.77,168.56,1.91,92.32,17.78,125,Unhealthy
Madrid,Spain,2023-12-01,30.45,106.46,58.29,35.08,1.34,26.97,-4.14,52.36,11.63,213,Dangerous
Madrid,Spain,2023-07-06,108.13,193.7,45.2,23.72,2.93,104.93,4.96,91.55,9.77,433,Dangerous
Madrid,Spain,2023-05-07,144.03,107.28,90.32,37.88,6.6,156.83,36.76,96.41,19.49,576,Dangerous
Berlin,Germany,2023-09-12,116.61,144.36,46.98,5.77,5.48,146.78,27.33,89.83,8.97,466,Dangerous
Sydney,Australia,2023-09-24,81.41,15.36,57.81,34.45,9.13,98.39,4.2,89.27,5.94,326,Dangerous
Sydney,Australia,2023-05-07,139.56,149.75,39.73,16.04,3.6,149.37,3.71,61.5,1.51,558,Dangerous
Sydney,Australia,2023-04-20,121.75,183.87,61.06,1.56,7.19,70.52,21.82,32.26,6.67,487,Dangerous
Dubai,UAE,2023-06-22,41.03,117.17,41.12,28.61,5.14,177.59,4.11,12.83,16.56,234,Dangerous
Rio de Janeiro,Brazil,2023-11-02,60.75,76.38,29.81,43.17,0.92,55.12,-2.42,47.92,13.61,243,Dangerous
Mexico City,Mexico,2023-09-03,139.8,168.81,45.24,39.36,8.69,10.42,31.28,12.16,11.84,559,Dangerous
Berlin,Germany,2023-12-01,10.28,181.75,54.53,29.55,6.05,34.49,5.52,66.61,2.19,364,Dangerous
Seoul,South Korea,2023-06-07,56.22,114.32,37.11,22.24,0.31,87.04,27.99,33.64,10.22,229,Dangerous
Rio de Janeiro,Brazil,2023-01-04,65.59,60.23,27.11,43.15,0.14,187.28,16.9,59.66,9.13,262,Dangerous
Seoul,South Korea,2023-10-09,83.57,66.17,76.85,18.01,1.17,137.74,0.26,76.6,5.23,334,Dangerous
Tokyo,Japan,2023-07-10,116.96,160.64,8.39,32.11,0.65,37.57,31.33,85.13,3.78,468,Dangerous
Moscow,Russia,2023-07-03,55.73,184.75,67.41,45.85,8.85,123.36,16.89,65.18,15.76,370,Dangerous
Seoul,South Korea,2023-10-21,14.84,195.06,16.2,38.68,7.11,42.78,-5.14,33.86,18.08,390,Dangerous
Johannesburg,South Africa,2023-11-27,136.35,182.75,42.5,37.2,6.27,49.35,32.88,39.12,17.85,545,Dangerous
Seoul,South Korea,2023-04-10,45.58,167.65,11.11,13.2,6.01,132.11,0.53,70.04,18.71,335,Dangerous
Moscow,Russia,2023-04-13,114.62,134.97,23.14,47.04,9.98,11.36,1.17,97.23,2.39,458,Dangerous
Mexico City,Mexico,2023-03-21,42.59,89.15,66.05,38.63,5.15,122.54,3.49,82.68,16.02,178,Dangerous
Cairo,Egypt,2023-04-19,84.06,197.96,37.42,19.59,4.29,191.49,17.51,29.0,8.25,396,Dangerous
Bangkok,Thailand,2023-04-02,149.55,12.96,49.81,15.63,4.53,10.77,-7.46,81.91,7.97,598,Dangerous
Sydney,Australia,2023-01-16,39.3,57.71,80.16,10.75,1.76,40.29,-5.29,72.41,15.12,157,Dangerous
Paris,France,2023-11-06,128.58,19.5,52.79,1.72,4.78,27.86,-4.29,82.98,6.88,514,Dangerous
Seoul,South Korea,2023-11-24,113.04,150.77,74.94,21.84,7.22,122.72,26.85,94.85,8.6,452,Dangerous
Johannesburg,South Africa,2023-09-25,93.59,175.11,87.37,26.05,4.91,52.42,21.91,73.72,17.45,374,Dangerous
Moscow,Russia,2023-05-10,137.52,81.08,54.68,18.55,5.1,128.19,-8.95,52.84,1.21,550,Dangerous
New York,USA,2023-10-23,10.94,22.48,98.14,31.59,6.91,26.99,19.47,72.02,3.05,45,Moderate
Beijing,China,2023-12-24,129.82,20.06,14.21,2.81,4.42,166.56,24.32,13.55,3.27,519,Dangerous
Beijing,China,2023-03-11,104.29,24.15,85.88,27.77,3.56,190.13,12.36,52.8,5.78,417,Dangerous
Cairo,Egypt,2023-06-24,113.74,54.12,95.7,40.1,7.43,119.13,1.98,11.03,12.33,455,Dangerous
Tokyo,Japan,2023-11-18,112.9,81.86,84.15,28.57,1.51,173.56,-5.7,76.17,10.11,452,Dangerous
London,UK,2023-06-13,58.08,114.16,67.71,6.01,7.04,53.95,14.57,16.69,6.0,232,Dangerous
New York,USA,2023-04-06,126.31,101.97,18.43,9.96,6.22,104.66,1.29,28.36,4.4,505,Dangerous
Johannesburg,South Africa,2023-08-09,112.11,192.99,31.96,36.59,1.92,26.35,21.8,15.75,12.17,448,Dangerous
Rio de Janeiro,Brazil,2023-09-18,14.36,149.18,96.22,19.81,7.48,54.28,4.0,14.5,10.24,298,Dangerous
Johannesburg,South Africa,2023-03-03,109.89,133.82,98.55,33.11,7.99,62.57,20.32,17.68,0.83,440,Dangerous
New York,USA,2023-04-24,16.14,156.28,40.98,4.57,1.99,19.02,-6.5,87.06,6.04,313,Dangerous
London,UK,2023-11-24,144.72,14.48,65.2,34.79,0.13,43.85,-8.75,86.8,5.98,579,Dangerous
Cairo,Egypt,2023-12-17,99.86,35.98,44.31,7.19,2.71,55.44,4.58,58.41,12.89,399,Dangerous
Toronto,Canada,2023-02-06,112.3,151.64,19.68,26.47,1.29,52.31,25.61,59.49,13.36,449,Dangerous
Dubai,UAE,2023-10-13,147.23,104.73,60.68,8.13,5.97,105.7,-1.47,51.19,18.7,589,Dangerous
Mumbai,India,2023-09-04,138.89,88.18,27.59,7.91,6.13,94.44,37.89,83.26,7.8,556,Dangerous
Johannesburg,South Africa,2023-09-14,95.3,186.04,39.68,9.43,4.98,186.49,38.29,71.57,6.3,381,Dangerous
Madrid,Spain,2023-06-05,105.39,193.2,99.97,1.91,7.22,10.91,34.15,13.34,9.74,422,Dangerous
London,UK,2023-03-22,71.72,97.14,20.61,19.37,5.91,135.41,11.3,32.21,9.91,287,Dangerous
Sydney,Australia,2023-09-22,6.55,96.59,42.06,41.76,1.92,85.38,-9.4,30.16,17.07,193,Dangerous
Madrid,Spain,2023-04-08,80.22,185.5,52.32,19.93,9.81,193.27,28.68,64.06,6.79,371,Dangerous
Istanbul,Turkey,2023-01-11,139.61,98.75,11.44,5.41,3.72,115.93,18.12,60.81,5.06,558,Dangerous
London,UK,2023-08-18,93.43,119.09,17.12,48.64,2.59,68.76,-8.34,22.65,8.39,374,Dangerous
Seoul,South Korea,2023-02-07,33.86,121.84,70.89,21.08,2.0,21.08,-1.98,67.85,15.71,244,Dangerous
Mexico City,Mexico,2023-04-21,93.07,84.88,77.97,4.77,4.6,160.66,36.64,96.4,16.41,372,Dangerous
Moscow,Russia,2023-03-21,69.57,169.93,54.34,21.11,4.24,115.63,24.86,85.84,13.87,340,Dangerous
Mexico City,Mexico,2023-10-03,52.91,150.66,17.51,39.37,2.63,167.75,-7.25,92.56,6.94,301,Dangerous
Paris,France,2023-06-04,130.88,154.24,71.32,6.42,2.71,114.39,-2.51,84.04,11.36,524,Dangerous
Dubai,UAE,2023-10-05,8.91,151.69,60.48,40.78,5.24,60.04,-8.07,42.37,11.49,303,Dangerous
Seoul,South Korea,2023-05-03,109.99,67.55,32.97,9.09,4.7,164.06,30.62,21.27,2.49,440,Dangerous
Toronto,Canada,2023-03-17,112.38,38.95,44.08,30.6,6.02,40.78,4.44,83.92,15.49,450,Dangerous
Tokyo,Japan,2023-06-18,111.58,105.39,15.88,4.51,8.41,39.75,19.48,14.03,9.03,446,Dangerous
Moscow,Russia,2023-04-23,113.01,34.33,53.78,8.53,2.36,117.05,14.56,43.93,4.98,452,Dangerous
Berlin,Germany,2023-08-21,112.17,142.37,25.93,40.21,1.48,37.45,16.5,97.75,0.68,449,Dangerous
Sydney,Australia,2023-06-03,115.73,13.91,15.39,22.53,9.52,28.2,3.98,43.21,12.38,463,Dangerous
Toronto,Canada,2023-04-25,53.17,52.98,37.06,43.75,6.14,14.02,10.8,49.99,16.22,213,Dangerous
Cairo,Egypt,2023-11-17,96.16,50.71,89.97,17.53,4.85,123.97,12.23,34.3,16.13,385,Dangerous
Seoul,South Korea,2023-11-01,12.79,51.83,81.94,22.22,6.65,119.13,35.24,42.84,3.59,104,Unhealthy
Seoul,South Korea,2023-06-02,115.6,126.71,35.11,6.26,2.8,81.43,31.99,64.9,5.19,462,Dangerous
New York,USA,2023-01-03,18.67,128.8,87.54,45.25,2.41,193.27,7.39,91.72,17.29,258,Dangerous
Sydney,Australia,2023-08-04,132.05,91.96,72.44,46.32,4.38,120.71,-2.0,22.73,7.08,528,Dangerous
Sydney,Australia,2023-06-18,10.58,165.48,21.79,27.99,9.0,134.95,25.95,10.35,1.91,331,Dangerous
Moscow,Russia,2023-07-24,117.81,142.76,61.99,12.47,2.97,151.26,33.36,16.27,0.56,471,Dangerous
Cairo,Egypt,2023-03-19,114.76,111.58,27.12,45.98,0.35,127.07,15.8,17.31,8.86,459,Dangerous
Beijing,China,2023-08-04,95.15,62.22,43.96,28.42,7.16,118.34,23.45,15.0,18.37,381,Dangerous
Istanbul,Turkey,2023-11-19,71.42,102.01,23.32,32.1,7.21,41.79,29.2,94.35,15.24,286,Dangerous
Istanbul,Turkey,2023-03-24,98.6,140.38,78.2,33.16,9.24,166.06,19.84,21.0,13.55,394,Dangerous
Mumbai,India,2023-08-04,132.61,140.3,19.36,7.96,6.54,168.36,3.5,28.45,6.46,530,Dangerous
Bangkok,Thailand,2023-01-02,122.48,140.38,99.6,33.16,1.91,163.06,38.72,68.47,7.16,490,Dangerous
Rio de Janeiro,Brazil,2023-07-09,61.97,144.77,80.22,20.62,4.03,110.37,33.9,56.54,17.08,290,Dangerous
Los Angeles,USA,2023-10-05,116.07,24.9,42.39,44.65,2.69,161.25,27.08,45.55,0.53,464,Dangerous
Berlin,Germany,2023-12-04,33.97,39.01,26.85,47.25,4.14,117.31,26.09,46.18,4.69,136,Unhealthy
New York,USA,2023-03-09,78.29,122.71,25.22,8.29,6.91,78.46,34.23,32.89,4.96,313,Dangerous
Cairo,Egypt,2023-03-12,44.44,132.9,79.78,16.82,7.05,48.11,3.49,32.56,0.94,266,Dangerous
Los Angeles,USA,2023-06-12,30.06,52.81,93.55,25.73,0.95,191.99,26.39,15.03,1.14,120,Unhealthy
Toronto,Canada,2023-10-11,83.27,156.65,53.33,37.44,1.02,151.86,-1.4,26.85,18.83,333,Dangerous
Tokyo,Japan,2023-08-10,41.12,154.44,26.44,32.25,5.68,189.01,35.47,12.49,3.64,309,Dangerous
Madrid,Spain,2023-11-09,28.61,169.24,7.1,29.81,2.13,79.38,5.84,30.03,19.94,338,Dangerous
Rio de Janeiro,Brazil,2023-04-17,102.3,45.77,59.52,14.47,9.24,61.44,-7.31,37.59,11.03,409,Dangerous
Beijing,China,2023-07-17,104.15,138.82,57.59,4.42,6.27,34.16,0.78,63.09,11.35,417,Dangerous
Tokyo,Japan,2023-09-26,72.94,146.41,83.72,16.75,5.28,116.98,13.3,20.42,19.88,293,Dangerous
Mumbai,India,2023-04-03,7.05,182.32,88.21,11.09,5.88,48.64,34.77,43.51,13.92,365,Dangerous
Tokyo,Japan,2023-03-16,119.57,118.09,94.79,10.05,4.95,77.96,14.49,20.3,3.22,478,Dangerous
Mexico City,Mexico,2023-01-05,58.71,96.84,22.83,25.41,2.96,100.95,4.84,49.71,8.04,235,Dangerous
New York,USA,2023-07-11,39.53,97.98,17.9,19.46,4.86,194.58,30.93,97.59,9.56,196,Dangerous
Mumbai,India,2023-04-13,54.86,75.73,97.58,12.36,8.27,175.15,-7.62,27.06,16.57,219,Dangerous
Seoul,South Korea,2023-02-18,91.21,142.17,50.3,18.41,2.39,83.82,1.39,19.57,6.44,365,Dangerous
Tokyo,Japan,2023-11-17,103.78,103.02,30.4,9.32,6.01,148.74,25.09,85.34,15.94,415,Dangerous
Moscow,Russia,2023-08-14,67.25,163.59,5.42,23.57,6.1,24.76,6.82,50.32,1.6,327,Dangerous
Tokyo,Japan,2023-10-19,100.93,102.16,7.97,46.56,3.83,55.62,12.91,55.18,5.64,404,Dangerous
Los Angeles,USA,2023-04-11,115.56,32.53,86.27,35.04,2.27,84.68,5.14,39.03,11.53,462,Dangerous
Madrid,Spain,2023-12-01,118.96,42.27,14.11,25.49,3.8,155.08,8.9,79.98,15.57,476,Dangerous
Cairo,Egypt,2023-05-01,56.12,131.23,15.74,13.2,8.99,13.97,15.8,40.64,7.72,262,Dangerous
Los Angeles,USA,2023-07-07,51.94,20.76,22.44,34.21,0.47,72.2,-7.05,16.2,11.18,208,Dangerous
Seoul,South Korea,2023-04-27,60.29,146.02,68.32,39.8,0.56,181.91,2.68,89.28,8.26,292,Dangerous
Mexico City,Mexico,2023-12-02,12.97,100.07,82.15,20.19,5.12,171.08,26.46,70.79,5.73,200,Dangerous
Istanbul,Turkey,2023-10-08,90.49,110.1,68.25,14.58,3.02,158.23,4.11,86.37,10.27,362,Dangerous
Beijing,China,2023-01-02,78.25,60.7,29.61,40.18,6.21,31.13,16.71,45.8,17.84,313,Dangerous
Cairo,Egypt,2023-10-24,143.35,49.8,13.23,23.13,1.68,196.28,15.78,58.47,16.46,573,Dangerous
Johannesburg,South Africa,2023-10-03,83.75,166.75,94.21,1.21,4.23,198.9,17.97,93.59,6.22,335,Dangerous
Madrid,Spain,2023-01-15,147.8,25.81,38.84,31.45,1.79,190.21,-9.44,40.22,18.51,591,Dangerous
Beijing,China,2023-11-27,14.57,112.59,9.5,49.89,4.6,154.25,6.87,56.03,8.3,225,Dangerous
Dubai,UAE,2023-10-06,67.92,145.37,11.12,25.13,5.29,76.61,8.37,48.15,4.09,291,Dangerous
Moscow,Russia,2023-07-27,59.33,64.06,19.27,10.23,8.43,177.61,30.92,77.42,19.15,237,Dangerous
Tokyo,Japan,2023-09-27,91.17,38.44,69.8,39.81,1.52,63.39,13.55,15.99,7.09,365,Dangerous
Berlin,Germany,2023-05-26,17.4,182.12,11.72,12.03,1.58,138.13,15.59,25.37,2.23,364,Dangerous
Johannesburg,South Africa,2023-11-11,136.24,94.45,73.32,9.54,6.7,85.51,33.93,60.99,1.23,545,Dangerous
Toronto,Canada,2023-11-06,98.85,47.83,46.75,44.48,1.93,63.09,5.9,13.55,7.64,395,Dangerous
Mexico City,Mexico,2023-09-08,13.78,68.04,8.83,2.44,4.85,87.66,39.2,27.79,13.74,136,Unhealthy
Seoul,South Korea,2023-12-09,82.03,179.04,50.59,15.58,5.8,97.62,-8.6,31.45,18.16,358,Dangerous
Tokyo,Japan,2023-08-01,95.16,73.59,37.78,46.43,9.36,159.64,8.14,43.25,10.09,381,Dangerous
Sydney,Australia,2023-04-26,119.18,111.14,54.55,36.38,0.92,69.73,33.15,94.88,2.22,477,Dangerous
Dubai,UAE,2023-12-07,110.63,19.17,95.73,6.42,2.45,113.96,-6.68,92.01,8.45,443,Dangerous
Los Angeles,USA,2023-08-17,25.35,92.53,64.58,32.18,9.42,33.06,-3.71,55.8,1.18,185,Dangerous
Seoul,South Korea,2023-05-08,18.66,105.28,21.15,29.26,6.03,67.64,13.92,96.12,7.06,211,Dangerous
Los Angeles,USA,2023-04-28,99.76,74.61,84.73,16.84,8.87,147.1,14.18,63.54,6.14,399,Dangerous
Cairo,Egypt,2023-04-07,47.6,10.48,30.63,13.11,9.33,145.0,22.94,41.89,12.49,190,Dangerous
Tokyo,Japan,2023-03-10,86.67,29.39,89.33,12.15,9.7,47.91,14.45,74.3,10.67,347,Dangerous
New York,USA,2023-03-16,7.43,20.48,99.31,19.62,5.58,84.9,-3.2,72.06,19.45,41,Moderate
Bangkok,Thailand,2023-03-03,69.54,14.88,12.74,46.04,3.53,112.73,-0.62,48.75,16.81,278,Dangerous
Los Angeles,USA,2023-11-11,28.24,23.42,73.5,32.05,7.33,49.25,-5.23,57.17,13.37,113,Unhealthy
Beijing,China,2023-10-14,63.68,169.86,50.68,28.33,3.03,193.65,29.54,14.17,5.88,340,Dangerous
New York,USA,2023-09-18,13.93,98.94,84.27,6.7,8.44,186.04,4.14,31.08,12.07,198,Dangerous
Tokyo,Japan,2023-09-26,146.87,44.13,50.16,36.88,3.11,173.3,-6.51,26.82,15.41,587,Dangerous
Sydney,Australia,2023-07-24,64.17,101.77,64.63,29.55,7.42,25.41,12.14,99.0,16.67,257,Dangerous
New York,USA,2023-11-23,138.21,121.58,43.37,47.4,6.45,191.32,27.75,54.24,4.35,553,Dangerous
Seoul,South Korea,2023-05-16,32.27,190.24,87.28,39.78,0.49,37.48,18.09,20.13,10.25,380,Dangerous
Beijing,China,2023-08-09,8.62,30.91,22.74,47.2,5.63,191.93,0.23,50.21,1.2,62,Moderate
Dubai,UAE,2023-06-19,123.25,121.64,11.49,25.5,2.47,23.26,11.95,62.56,17.44,493,Dangerous
Tokyo,Japan,2023-06-03,100.54,24.5,39.53,37.84,6.49,107.82,24.12,82.97,11.35,402,Dangerous
Moscow,Russia,2023-05-24,14.06,140.74,87.76,41.2,6.46,191.85,7.01,93.17,5.06,281,Dangerous
Paris,France,2023-04-06,49.45,69.12,6.36,6.03,5.92,134.26,20.46,98.96,1.52,198,Dangerous
London,UK,2023-01-21,105.25,141.77,45.71,39.8,1.43,91.15,3.23,59.47,2.43,421,Dangerous
Toronto,Canada,2023-07-03,48.43,163.96,93.2,20.23,8.51,33.46,11.33,26.33,13.53,328,Dangerous
Moscow,Russia,2023-06-02,142.2,177.93,81.01,37.75,3.44,49.51,-3.96,19.37,2.55,569,Dangerous
Madrid,Spain,2023-01-10,127.08,32.53,6.44,27.27,9.15,50.75,7.61,81.57,2.0,508,Dangerous
Sydney,Australia,2023-05-02,147.96,92.04,21.53,25.51,9.22,116.34,26.49,76.66,19.28,592,Dangerous
Los Angeles,USA,2023-09-26,76.47,84.83,6.16,26.36,1.64,148.02,31.37,37.45,8.03,306,Dangerous
Beijing,China,2023-07-19,40.21,191.88,56.22,31.96,0.46,124.45,39.74,91.9,13.2,384,Dangerous
Paris,France,2023-04-18,107.67,123.42,14.63,29.61,1.1,155.47,28.89,46.37,19.59,431,Dangerous
Istanbul,Turkey,2023-05-17,37.49,160.12,33.66,30.39,9.04,61.66,14.6,74.04,14.88,320,Dangerous
Dubai,UAE,2023-02-14,73.64,158.16,85.13,34.4,2.15,111.55,-9.17,25.63,14.29,316,Dangerous
Seoul,South Korea,2023-04-06,142.61,45.71,95.07,21.21,9.31,187.94,35.02,62.63,15.82,570,Dangerous
Istanbul,Turkey,2023-12-01,121.0,33.56,57.2,23.74,2.0,163.26,19.19,36.07,15.51,484,Dangerous
Mumbai,India,2023-04-05,111.37,113.43,51.81,41.76,7.24,156.97,21.63,60.07,10.86,445,Dangerous
Tokyo,Japan,2023-02-17,26.44,100.07,68.13,19.36,6.17,124.83,31.47,58.35,16.71,200,Dangerous
London,UK,2023-09-04,149.02,40.6,66.24,48.63,1.88,188.11,20.63,85.96,12.35,596,Dangerous
Mexico City,Mexico,2023-09-03,97.06,178.98,90.62,43.13,7.31,108.88,31.54,49.36,7.92,388,Dangerous
Seoul,South Korea,2023-05-11,14.57,117.7,78.66,26.99,2.28,65.64,12.69,80.45,14.06,235,Dangerous
Cairo,Egypt,2023-08-18,104.95,123.08,34.65,3.51,0.35,173.37,7.12,21.94,7.52,420,Dangerous
Cairo,Egypt,2023-09-16,140.17,138.79,64.86,30.74,2.37,138.73,-1.3,32.95,17.91,561,Dangerous
Los Angeles,USA,2023-01-21,85.51,26.0,44.0,22.32,5.08,104.56,9.96,73.21,17.55,342,Dangerous
Madrid,Spain,2023-02-28,134.63,54.84,42.28,6.34,2.08,154.3,35.0,76.97,0.89,539,Dangerous
Berlin,Germany,2023-12-17,12.74,92.25,19.34,6.93,2.06,199.79,19.29,27.67,19.55,184,Dangerous
Seoul,South Korea,2023-05-15,38.42,39.72,43.28,34.49,4.86,118.78,21.16,43.27,16.52,154,Dangerous
Los Angeles,USA,2023-12-14,86.96,113.01,34.95,11.41,2.72,97.21,10.57,40.63,9.77,348,Dangerous
Cairo,Egypt,2023-12-01,111.74,47.64,30.46,21.85,7.34,93.83,11.08,61.72,9.2,447,Dangerous
Toronto,Canada,2023-05-04,92.31,45.84,8.28,34.83,1.01,133.92,8.91,42.4,16.97,369,Dangerous
London,UK,2023-07-24,109.53,185.99,30.35,6.13,6.46,79.41,-4.42,40.28,19.42,438,Dangerous
